Unnamed: 0,1_중곡초등학교,2_면곡시장,3_국민은행장안동지점,4_장안동삼성쉐르빌아파트,5_현대벤처빌.현대썬앤빌,6_우리은행장안지점앞,7_장한평역,8_청년회의소앞,9_하나은행장안동지점,10_동아.위더스빌아파트,11_동답한신동아아파트,12_풍안시장.동답초교,13_동대문구.성동구선거관리위원회,14_장안동삼성쉐르빌아파트앞,15_새서울병원,16_NH농협장안평지점,17_장안동근린공원,18_장안2동주민센터,19_장안동현대아파트앞,20_휘경여중고휘경주공아파트,21_서울준법지원센터.동성빌라,22_동일스위트리버앞.휘봉고교,23_휘경2동주민센터,24_휘경미소지움아파트,25_삼육서울병원,26_회기역종점,27_삼육서울병원,28_중랑교,29_휘경2동주민센터,30_동일스위트리버아파트.휘봉고교,31_서울준법지원센터.동성빌라,32_휘경여중고휘경주공아파트앞,33_배봉산입구,34_장안2동주민센터,35_장안동근린공원,36_동대문더퍼스트데시앙아파트,37_코리아병원,38_장안동삼성쉐르빌아파트,39_현대벤처빌.현대썬앤빌,40_우리은행장안지점앞,41_장한평역,42_청년회의소앞,43_하나은행장안동지점,44_동아.위더스빌아파트,45_동답한신동아아파트,46_풍안시장.동답초교,47_동대문구.성동구선거관리위원회,48_장안동삼성쉐르빌아파트앞,49_국민은행장안동지점,50_면곡시장,51_중곡초등학교
2022-03-17 16:00:00,3,5,12,13,18,21,16,14,11,12,11,11,9,11,14,14,18,20,23,26,28,32,20,20,17,26,30,30,32,35,46,56,52,51,48,44,27,20,22,16,9,11,9,8,6,5,5,2,6,3,0
2022-03-17 17:00:00,3,8,10,20,29,22,16,18,21,24,24,24,22,20,26,27,25,19,20,23,26,28,24,24,21,35,37,29,36,34,34,31,29,37,39,37,30,25,24,22,10,10,9,12,6,13,12,5,6,2,0
2022-03-17 18:00:00,2,8,13,15,24,29,28,33,34,35,33,31,28,32,31,35,37,39,43,46,54,53,42,41,31,54,53,52,50,42,42,31,27,30,33,31,36,40,43,37,23,27,26,21,20,19,16,14,14,7,0
2022-03-17 19:00:00,3,6,7,13,16,19,27,29,27,32,30,17,26,27,30,30,29,33,32,31,30,28,20,17,16,29,37,32,37,35,35,28,24,27,25,25,23,27,29,26,21,23,21,18,16,14,10,12,12,5,0
2022-03-17 20:00:00,2,3,7,8,9,8,10,12,8,9,9,5,3,9,15,15,13,14,16,11,10,16,12,12,10,18,19,18,20,24,21,12,7,10,12,13,12,12,14,16,13,8,7,6,7,5,6,9,4,3,1
2022-03-17 21:00:00,2,3,5,6,7,8,10,12,10,10,10,6,11,8,17,15,15,15,17,21,22,21,17,16,12,26,25,22,20,19,16,11,9,11,10,11,11,10,10,9,12,11,7,10,7,5,5,8,11,4,0
2022-03-17 22:00:00,1,2,3,9,11,9,8,7,7,6,6,9,8,6,21,26,27,26,24,22,21,18,10,8,8,20,23,24,29,27,18,13,12,10,11,10,12,12,11,8,9,9,7,6,4,5,5,2,7,4,0
2022-03-17 23:00:00,2,1,4,5,7,8,8,9,8,7,6,5,0,5,7,10,4,7,8,4,7,5,8,7,4,16,15,15,19,17,15,8,7,8,5,4,7,7,7,3,6,3,4,3,2,1,0,3,3,1,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,1,5,7,7,7,9,7,4,3,0,4,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,3,4,4,5,9,10,5,4,5,4,3,4,4,4,4,7,7,11,13,16,18,16,14,13,12,7,8,7,8,8,9,12,10,14,13,13,14,17,16,15,5,2,3,1,2,2,3,1,2,1,0
2022-03-18 06:00:00,3,3,10,11,22,18,4,5,4,6,7,6,3,4,5,6,8,6,7,13,9,15,14,17,11,10,5,12,8,10,11,13,12,13,16,18,18,19,19,16,4,4,3,2,0,1,1,2,4,2,0
2022-03-18 07:00:00,7,20,39,50,46,38,10,8,6,9,8,8,9,8,22,33,37,22,23,42,36,39,38,42,35,27,30,35,37,36,24,21,24,32,36,29,31,36,49,44,13,8,8,6,7,6,6,7,5,3,0
2022-03-18 08:00:00,13,22,29,51,50,40,15,14,12,12,10,11,13,18,30,43,42,41,41,34,42,45,40,47,39,45,44,45,53,53,43,39,37,37,40,42,44,54,54,46,16,15,14,13,12,13,10,8,10,4,0
2022-03-18 09:00:00,3,11,20,23,34,28,13,14,12,10,9,10,9,7,10,10,12,12,17,26,28,32,33,29,26,13,15,21,23,21,21,22,18,20,21,24,24,31,49,40,13,8,5,3,5,4,5,2,8,5,0
2022-03-18 10:00:00,4,6,10,14,22,20,9,9,8,9,8,7,8,8,11,13,12,10,11,14,15,18,18,18,16,10,13,14,17,12,15,14,13,15,17,16,13,13,21,17,8,4,4,3,2,0,2,2,3,1,0
2022-03-18 11:00:00,3,6,6,10,13,11,5,7,8,5,8,6,7,4,8,10,9,9,9,11,13,13,13,12,10,13,14,15,19,20,17,14,13,17,18,20,22,23,27,27,11,6,5,4,3,4,3,3,6,2,0
2022-03-18 12:00:00,2,4,7,11,16,16,10,10,9,4,6,4,5,6,9,8,9,11,11,16,18,18,15,15,12,12,13,13,14,15,14,18,18,16,17,17,17,18,19,19,6,4,4,5,4,3,3,2,3,2,0
2022-03-18 13:00:00,3,5,6,8,10,10,4,5,6,9,8,5,4,11,11,12,11,10,11,14,13,16,13,11,8,9,10,8,12,12,10,12,12,13,16,20,21,18,21,17,7,8,8,6,5,4,2,2,3,1,0
2022-03-18 14:00:00,3,5,9,11,14,14,11,8,7,7,9,8,5,7,12,11,10,11,11,16,17,18,15,11,10,17,16,17,20,21,20,17,14,18,19,17,17,15,17,14,9,9,7,4,5,3,4,3,5,2,0
2022-03-18 15:00:00,3,7,7,12,14,15,12,11,8,8,5,9,10,13,11,11,12,9,11,19,21,22,14,13,12,18,15,19,21,24,23,42,39,40,41,33,21,20,21,21,12,10,9,6,5,1,4,4,5,2,0
2022-03-18 16:00:00,3,4,7,11,25,23,13,16,16,13,11,10,9,11,17,19,18,16,21,24,21,18,16,15,14,28,27,28,33,34,25,29,31,35,36,30,30,29,30,19,8,10,9,7,9,9,7,8,9,5,0
2022-03-18 17:00:00,3,11,12,22,26,26,19,17,21,17,17,14,16,17,25,28,27,26,25,22,25,28,25,23,18,26,26,27,28,29,29,32,28,40,40,42,33,31,26,22,11,14,11,11,11,9,10,10,11,4,0
2022-03-18 18:00:00,5,11,13,19,30,30,27,28,26,25,24,21,22,24,33,38,37,34,30,33,40,38,34,37,39,44,46,45,41,40,39,30,27,29,33,28,27,26,28,28,20,20,19,19,19,18,17,13,15,6,0
2022-03-18 19:00:00,4,7,10,12,15,15,20,17,21,21,23,21,13,23,26,31,37,42,46,46,47,46,37,35,30,47,46,42,44,39,36,25,22,26,24,22,20,22,30,27,24,20,22,17,13,12,11,11,11,4,0
2022-03-18 20:00:00,2,4,7,10,12,11,12,11,10,12,11,9,10,9,12,15,16,16,15,16,18,20,15,13,8,28,29,28,25,25,23,19,18,15,14,13,13,14,16,13,9,10,7,6,8,5,4,7,4,3,0
2022-03-18 21:00:00,3,5,6,6,8,7,13,11,13,14,9,13,5,6,17,22,23,21,20,18,9,16,10,8,5,21,23,21,19,19,17,10,12,15,13,12,9,11,15,11,7,10,11,8,5,7,8,8,6,4,0
2022-03-18 22:00:00,2,4,6,13,12,15,13,14,12,9,8,7,6,4,11,17,19,15,22,22,21,20,13,11,9,23,22,21,22,21,14,13,12,13,11,13,10,8,9,8,10,8,7,4,2,5,4,4,5,2,0
2022-03-18 23:00:00,1,3,5,4,6,8,11,7,4,5,6,7,1,9,12,13,14,11,10,12,12,6,10,12,8,24,26,26,28,23,19,14,12,13,12,11,9,10,9,10,13,16,17,12,7,6,5,6,3,2,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,1,2,3,2,2,4,4,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,1,6,7,8,10,8,3,5,4,3,4,5,4,2,1,5,4,4,5,8,9,8,8,9,7,3,4,5,7,8,6,5,4,8,9,8,9,11,12,10,3,1,0,0,2,3,0,2,2,0,0
2022-03-19 06:00:00,3,5,6,7,13,8,5,7,6,5,5,2,3,4,5,4,6,6,5,7,7,8,6,8,5,10,9,7,10,11,6,12,10,11,10,11,12,7,8,7,2,0,0,2,1,1,1,1,1,0,0
2022-03-19 07:00:00,3,6,8,11,17,16,7,6,4,4,5,4,4,5,6,7,7,8,9,16,17,16,10,10,9,7,7,8,11,13,13,12,10,11,10,13,15,16,16,12,9,4,2,2,3,1,1,2,2,1,0
2022-03-19 08:00:00,5,14,12,16,27,22,5,6,4,5,6,5,5,5,6,9,8,10,11,18,19,19,17,18,15,11,13,16,19,23,19,20,20,21,19,19,20,20,22,18,12,9,7,5,4,3,4,3,2,1,0
2022-03-19 09:00:00,3,9,11,16,21,18,5,4,5,6,7,8,7,9,10,11,10,9,7,13,16,17,14,14,13,9,12,14,19,18,16,15,13,15,16,16,15,17,22,21,7,4,5,6,7,7,1,5,3,0,0
2022-03-19 10:00:00,3,6,8,12,18,18,4,4,5,8,5,4,7,6,7,12,11,8,9,19,20,19,16,16,13,14,16,18,18,20,18,22,19,16,20,21,18,19,18,14,4,2,2,3,5,2,5,4,4,3,0
2022-03-19 11:00:00,4,6,8,16,25,19,10,10,5,10,10,11,11,9,13,13,12,12,10,17,26,26,25,20,18,9,11,15,16,15,18,20,17,20,22,20,20,22,22,17,6,3,3,4,2,0,0,2,6,4,0
2022-03-19 12:00:00,2,6,8,7,15,16,5,4,2,5,7,6,8,9,10,11,11,14,15,18,19,20,18,22,14,15,13,15,17,18,17,20,17,15,15,15,13,13,18,18,8,8,4,6,4,3,3,2,6,1,0
2022-03-19 13:00:00,4,7,7,17,22,20,9,8,6,8,7,7,7,8,11,12,11,16,16,21,23,26,22,21,15,10,11,10,11,13,12,11,13,17,19,20,20,16,18,16,4,5,3,4,3,4,1,5,4,1,0
2022-03-19 14:00:00,3,4,11,17,24,18,7,7,7,8,7,6,6,9,12,12,13,13,14,18,17,14,15,14,10,10,14,16,20,16,15,17,12,18,18,18,18,20,22,16,7,8,6,4,4,3,4,2,4,1,0
2022-03-19 15:00:00,4,7,8,9,19,19,10,8,9,9,8,10,11,12,18,19,17,17,18,19,19,19,16,20,20,19,23,28,28,27,25,22,21,19,18,16,15,12,22,17,10,5,4,5,5,1,3,4,5,2,0
2022-03-19 16:00:00,3,6,9,12,20,19,8,8,8,7,7,6,6,7,11,14,13,13,13,14,12,14,12,12,10,20,23,18,26,25,24,18,17,25,26,24,23,22,24,21,12,11,8,8,8,7,6,7,6,2,0
2022-03-19 17:00:00,1,5,9,19,25,23,12,15,13,13,11,11,9,9,14,17,18,16,20,27,30,27,22,19,19,25,30,26,28,27,25,21,19,21,22,24,23,21,21,17,10,7,6,5,4,3,5,5,7,2,0
2022-03-19 18:00:00,4,9,10,11,10,13,12,14,12,11,8,9,9,10,15,16,12,17,17,19,17,18,17,15,14,28,28,28,33,31,29,16,17,14,20,14,22,22,18,16,8,6,6,4,5,6,6,5,6,5,0
2022-03-19 19:00:00,8,4,5,5,8,9,8,8,7,10,9,8,7,7,10,14,16,17,16,18,19,17,11,13,10,17,18,15,18,17,16,14,13,18,15,15,12,10,9,7,7,6,4,4,5,4,0,4,8,5,0
2022-03-19 20:00:00,2,5,5,5,7,7,9,6,5,8,8,5,9,9,13,14,12,11,9,13,11,14,11,10,6,28,21,28,29,26,23,19,9,10,8,10,10,11,11,9,5,5,3,3,3,3,2,1,4,2,0
2022-03-19 21:00:00,0,3,4,5,8,7,7,10,6,10,8,7,6,6,18,17,15,16,18,19,20,17,12,12,12,13,15,17,19,18,14,17,15,13,7,10,8,9,11,12,9,9,8,6,1,4,5,6,8,7,0
2022-03-19 22:00:00,2,2,3,5,6,6,7,8,7,5,7,0,3,2,9,19,18,12,15,16,17,17,14,13,9,27,25,23,24,21,19,9,7,8,7,9,8,8,9,7,7,8,6,6,8,1,7,5,5,2,0
2022-03-19 23:00:00,1,4,1,6,4,5,7,7,9,5,7,6,5,7,13,14,9,15,15,17,12,12,10,7,6,15,14,17,20,17,14,12,11,8,8,7,7,6,12,12,8,4,5,4,5,4,1,3,6,3,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,5,5,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,1,2,1,3,5,3,1,1,2,3,2,1,3,3,2,3,2,4,2,4,0,3,4,5,2,5,2,3,6,0,5,8,6,7,3,8,7,9,10,6,1,4,3,1,0,1,0,0,1,0,0
2022-03-20 06:00:00,2,5,4,7,10,9,3,2,2,1,0,0,0,0,4,4,6,3,4,5,6,7,6,6,3,6,5,0,10,4,4,4,9,9,6,4,7,6,8,5,0,4,0,3,0,0,2,0,1,0,0
2022-03-20 07:00:00,2,3,5,8,13,12,5,6,5,2,4,4,1,1,5,3,7,6,2,7,8,9,6,7,7,8,9,7,4,4,6,7,0,10,10,8,6,7,9,11,3,2,3,5,6,0,0,2,3,1,0
2022-03-20 08:00:00,1,6,9,11,20,18,4,4,5,7,6,4,7,3,5,8,9,11,7,9,12,8,12,7,12,7,5,7,8,6,8,9,9,11,11,13,9,17,19,16,5,2,1,3,1,0,4,2,2,0,0
2022-03-20 09:00:00,1,6,15,17,21,14,3,6,7,11,12,4,13,7,15,18,7,19,20,24,26,25,17,19,15,9,11,13,15,16,15,16,7,19,20,16,13,10,16,17,3,1,2,5,0,3,0,1,4,0,0
2022-03-20 10:00:00,3,8,8,11,22,18,8,5,4,7,4,8,7,5,7,9,9,11,14,13,16,17,18,11,13,17,18,19,21,21,18,17,16,19,20,21,19,21,22,18,3,5,6,7,7,5,7,6,7,2,0
2022-03-20 11:00:00,3,4,8,11,16,16,4,4,5,6,7,0,5,8,10,10,4,7,11,15,18,18,17,16,14,11,7,9,10,9,6,8,10,13,13,14,13,16,15,12,6,2,2,4,3,4,5,3,3,2,0
2022-03-20 12:00:00,5,8,8,14,16,17,7,5,2,6,3,5,6,6,13,15,6,15,19,22,23,23,18,22,15,11,12,13,15,16,15,17,18,23,26,24,23,26,32,26,7,6,4,5,3,3,4,1,4,2,0
2022-03-20 13:00:00,4,6,13,16,22,20,8,10,9,6,7,8,4,8,12,14,13,14,18,20,24,26,23,22,20,9,15,17,17,15,16,17,14,18,19,20,17,21,21,19,6,5,0,2,3,2,3,1,1,1,0
2022-03-20 14:00:00,3,6,14,15,20,15,7,8,7,7,4,6,6,3,10,10,9,11,13,16,17,18,14,15,14,11,9,10,13,11,12,12,13,12,13,22,16,15,24,19,13,12,9,6,5,5,7,4,6,2,0
2022-03-20 15:00:00,3,5,7,10,14,15,7,6,5,5,5,5,6,10,13,15,13,12,8,15,14,14,12,11,10,18,18,20,22,20,19,18,17,18,19,18,10,14,15,13,6,9,4,6,5,4,4,4,4,2,0
2022-03-20 16:00:00,2,8,8,12,19,17,10,7,7,6,7,9,8,6,13,16,17,10,16,22,15,22,21,19,17,17,19,23,21,20,19,15,13,13,14,15,14,16,19,15,10,9,8,6,4,4,2,3,5,1,0
2022-03-20 17:00:00,2,4,6,13,19,21,16,18,16,14,10,10,9,11,15,16,15,14,16,20,24,24,22,20,17,22,23,24,24,22,19,17,11,17,12,14,14,18,21,16,9,7,7,6,4,5,4,4,5,4,0
2022-03-20 18:00:00,2,6,6,9,10,12,12,12,6,8,7,5,5,6,11,16,9,11,13,16,16,20,14,12,14,17,18,19,22,21,17,14,13,16,13,13,10,11,7,10,5,11,7,10,9,5,4,4,4,3,0
2022-03-20 19:00:00,2,4,5,7,8,5,9,6,13,11,7,5,9,4,11,13,14,12,12,15,14,15,10,8,6,22,22,20,23,18,20,19,14,12,12,14,13,17,19,17,15,11,9,9,8,0,6,3,5,2,0
2022-03-20 20:00:00,2,5,6,7,7,9,10,9,8,6,3,7,6,6,9,11,11,15,15,11,12,7,9,7,9,25,24,23,23,21,22,14,8,14,13,15,12,14,17,16,7,6,6,6,4,3,3,1,5,4,0
2022-03-20 21:00:00,2,3,6,5,12,8,10,11,9,7,5,4,6,8,12,13,12,12,13,12,12,12,8,7,5,13,13,14,18,13,11,9,8,8,6,9,7,8,9,7,7,6,2,5,4,5,6,2,6,1,0
2022-03-20 22:00:00,1,2,3,5,7,9,8,8,6,4,3,1,4,6,8,10,10,10,10,10,11,5,9,8,6,19,21,21,19,17,15,12,8,12,9,10,11,9,13,6,7,9,2,6,5,4,3,1,3,0,0
2022-03-20 23:00:00,1,4,2,2,4,0,6,5,5,5,6,0,5,9,10,14,4,13,6,7,11,10,8,4,7,12,13,13,14,11,10,8,5,7,8,6,0,6,5,5,6,7,7,6,4,3,2,1,2,1,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,1,5,7,0,6,8,7,3,4,0,4,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,2,3,8,8,12,10,6,4,3,5,6,7,5,4,4,6,9,12,13,19,8,17,16,7,13,8,7,2,8,9,10,9,4,12,12,12,14,13,14,13,5,2,2,1,0,1,0,2,1,0,0
2022-03-21 06:00:00,3,7,8,12,20,15,9,5,4,5,5,6,5,5,7,8,8,10,7,20,22,24,26,24,20,12,13,7,10,14,10,13,12,15,17,21,23,21,23,16,3,4,0,3,0,0,1,2,3,1,0
2022-03-21 07:00:00,6,19,40,48,55,43,14,10,9,11,6,5,5,6,21,29,32,32,30,39,39,42,43,45,34,24,27,24,28,25,26,26,27,26,25,28,32,42,55,46,13,10,9,6,5,7,4,5,4,2,0
2022-03-21 08:00:00,10,20,34,41,55,48,19,17,15,14,14,16,14,16,23,27,30,32,33,50,56,60,52,54,43,34,36,37,49,45,39,35,34,36,40,45,53,55,52,46,33,33,30,23,18,14,11,11,9,4,0
2022-03-21 09:00:00,4,9,16,29,45,40,8,9,7,6,8,6,6,7,9,12,10,11,14,27,28,29,28,27,19,16,16,25,29,29,28,29,29,32,32,38,36,37,33,32,9,5,4,5,6,4,5,2,7,1,0
2022-03-21 10:00:00,5,6,11,15,19,18,5,7,6,7,7,8,5,10,8,8,13,15,18,21,24,26,15,23,16,16,17,18,20,19,18,16,16,19,21,21,21,23,23,22,7,3,2,2,2,2,3,4,2,1,0
2022-03-21 11:00:00,2,5,6,10,16,16,8,7,7,5,6,7,5,5,13,7,13,13,14,10,15,13,11,10,9,20,19,19,19,19,18,16,18,18,20,22,23,20,21,19,8,7,5,5,6,4,2,3,3,1,0
2022-03-21 12:00:00,2,5,6,8,11,13,7,6,4,5,6,5,6,5,11,14,13,13,13,16,17,15,12,15,9,10,12,15,14,15,16,15,16,18,19,13,14,16,17,16,5,5,3,3,4,3,3,2,6,2,0
2022-03-21 13:00:00,3,6,6,8,13,12,7,7,6,10,5,3,9,8,11,13,13,11,12,15,12,16,17,16,10,14,15,15,18,19,16,16,17,14,15,17,17,18,19,15,8,9,9,6,6,2,4,5,4,1,0
2022-03-21 14:00:00,2,5,8,10,10,10,7,5,5,11,13,11,11,7,9,12,9,10,11,16,19,17,19,15,10,16,15,16,18,16,14,17,18,21,23,21,19,17,17,15,8,8,8,7,5,6,3,2,5,3,0
2022-03-21 15:00:00,3,5,6,12,13,12,8,5,7,7,5,8,7,12,14,11,12,12,11,14,18,27,23,18,16,15,18,20,22,29,36,33,30,33,27,25,21,17,15,15,8,7,8,6,5,4,4,6,9,3,0
2022-03-21 16:00:00,4,7,13,20,22,17,12,11,10,9,10,8,9,9,11,14,14,17,16,23,27,20,26,23,16,21,25,24,23,24,23,34,28,31,32,27,27,26,21,17,9,8,10,9,4,8,5,4,9,3,0
2022-03-21 17:00:00,4,6,10,15,23,18,13,21,24,22,18,16,13,14,21,23,24,24,24,27,33,31,29,26,20,36,35,36,31,30,29,22,20,24,26,26,20,19,20,21,10,14,19,16,15,14,14,14,17,8,0
2022-03-21 18:00:00,6,8,12,20,26,29,30,32,30,26,29,31,31,32,29,32,33,32,35,36,42,41,31,29,28,44,42,37,42,42,39,35,37,44,44,38,38,39,33,32,18,23,22,16,13,12,11,9,15,6,0
2022-03-21 19:00:00,4,5,11,13,14,12,23,25,25,26,21,20,18,22,26,29,28,30,34,34,34,32,25,21,21,47,43,37,38,35,33,18,17,17,21,21,20,23,27,23,17,17,18,19,17,17,16,16,15,6,0
2022-03-21 20:00:00,2,3,5,7,9,11,12,13,12,12,6,11,7,10,16,18,17,13,13,12,11,13,9,11,10,22,23,25,26,23,21,14,11,13,12,14,12,11,16,17,16,15,16,10,9,7,6,6,6,4,0
2022-03-21 21:00:00,5,10,6,8,10,13,11,11,11,10,9,8,7,9,12,14,17,19,16,15,14,15,8,9,9,22,27,29,31,28,26,12,9,11,12,12,11,12,10,8,10,8,10,8,6,2,5,6,8,2,0
2022-03-21 22:00:00,1,2,5,7,5,6,6,7,11,10,8,11,11,7,14,17,18,12,15,15,13,7,7,5,5,11,15,16,17,14,13,9,8,10,10,11,11,10,8,10,13,12,12,10,8,6,4,5,5,2,0
2022-03-21 23:00:00,1,4,4,2,6,9,8,6,8,9,8,7,7,7,10,6,7,0,9,7,6,6,4,4,5,15,13,14,15,12,9,11,10,5,11,11,8,5,5,6,6,5,3,3,2,1,2,0,1,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,1,3,5,0,5,8,0,5,3,0,5,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,2,3,4,8,10,8,5,5,5,5,4,4,0,5,5,6,7,11,11,17,16,17,17,15,13,6,8,6,8,9,6,12,10,13,13,10,10,11,13,9,4,1,0,0,0,1,0,0,0,0,0
2022-03-22 06:00:00,1,5,13,16,19,17,7,4,6,5,4,4,3,4,6,7,8,10,12,20,22,23,22,24,20,14,10,6,8,10,9,10,11,11,15,16,20,23,15,15,5,3,2,2,1,3,0,2,4,2,0
2022-03-22 07:00:00,9,18,31,46,50,42,11,12,10,10,7,8,7,10,17,22,25,30,31,43,39,36,34,43,41,23,24,30,39,34,32,24,24,27,28,32,31,39,54,45,9,6,3,4,3,2,4,1,6,2,1
2022-03-22 08:00:00,10,23,32,42,56,48,26,26,22,16,13,13,11,12,19,27,27,26,27,47,43,44,43,54,37,32,34,36,42,43,35,33,31,32,34,36,38,51,52,47,12,11,10,9,8,8,7,10,10,7,0
2022-03-22 09:00:00,5,9,27,32,43,40,11,9,9,10,6,6,9,10,11,11,14,13,14,22,26,25,25,25,20,18,19,26,29,25,27,28,29,31,32,26,25,29,33,25,8,5,4,3,2,0,1,2,2,1,0
2022-03-22 10:00:00,3,5,9,12,15,13,10,6,5,7,9,11,12,13,13,13,13,17,18,23,26,29,25,24,17,17,19,16,17,18,11,17,14,14,16,16,16,16,22,22,4,2,3,2,3,4,2,5,4,2,0
