Unnamed: 0,1_중곡초등학교,2_면곡시장,3_국민은행장안동지점,4_장안동삼성쉐르빌아파트,5_현대벤처빌.현대썬앤빌,6_우리은행장안지점앞,7_장한평역,8_청년회의소앞,9_하나은행장안동지점,10_동아.위더스빌아파트,11_동답한신동아아파트,12_풍안시장.동답초교,13_동대문구.성동구선거관리위원회,14_장안동삼성쉐르빌아파트앞,15_새서울병원,16_NH농협장안평지점,17_장안동근린공원,18_장안2동주민센터,19_장안동현대아파트앞,20_휘경여중고휘경주공아파트,21_서울준법지원센터.동성빌라,22_동일스위트리버앞.휘봉고교,23_휘경2동주민센터,24_휘경미소지움아파트,25_삼육서울병원,26_회기역종점,27_삼육서울병원,28_중랑교,29_휘경2동주민센터,30_동일스위트리버아파트.휘봉고교,31_서울준법지원센터.동성빌라,32_휘경여중고휘경주공아파트앞,33_배봉산입구,34_장안2동주민센터,35_장안동근린공원,36_동대문더퍼스트데시앙아파트,37_코리아병원,38_장안동삼성쉐르빌아파트,39_현대벤처빌.현대썬앤빌,40_우리은행장안지점앞,41_장한평역,42_청년회의소앞,43_하나은행장안동지점,44_동아.위더스빌아파트,45_동답한신동아아파트,46_풍안시장.동답초교,47_동대문구.성동구선거관리위원회,48_장안동삼성쉐르빌아파트앞,49_국민은행장안동지점,50_면곡시장,51_중곡초등학교
2022-03-22 11:00:00,3,5,8,8,12,13,8,6,5,5,5,6,7,5,9,11,12,10,11,13,16,16,14,18,17,21,22,22,24,24,20,18,13,13,15,16,15,17,17,13,13,11,7,5,2,5,6,6,8,5,0
2022-03-22 12:00:00,2,5,8,10,13,13,5,6,7,5,5,3,5,8,8,10,9,8,7,16,17,12,12,13,11,11,13,13,15,14,14,13,14,21,18,18,16,16,18,18,6,8,6,4,6,7,5,3,2,1,0
2022-03-22 13:00:00,3,6,8,10,14,13,7,7,6,7,7,6,4,7,16,16,14,11,17,22,20,22,21,20,17,12,13,14,17,16,13,12,11,16,16,18,19,17,21,17,7,4,2,3,4,3,1,3,3,2,0
2022-03-22 14:00:00,2,6,6,12,17,15,11,9,7,6,7,8,7,6,8,9,9,8,9,13,13,15,12,12,10,14,15,18,20,18,17,16,14,17,17,19,18,13,13,13,7,7,6,8,4,7,3,5,4,2,0
2022-03-22 15:00:00,2,4,5,8,11,11,10,8,7,8,9,7,7,10,11,12,11,11,12,17,15,16,11,9,11,22,24,25,28,27,25,22,19,25,26,27,23,17,18,17,6,5,7,5,5,4,5,5,4,3,0
2022-03-22 16:00:00,3,4,16,18,22,19,12,11,10,7,6,5,7,8,11,12,12,12,15,24,23,25,18,17,16,31,34,35,40,42,37,54,48,52,50,43,35,23,31,21,9,9,8,10,9,7,6,8,10,4,0
2022-03-22 17:00:00,5,7,11,11,17,17,17,21,18,16,17,17,17,12,23,23,22,19,21,23,24,22,20,17,14,33,36,34,39,33,36,32,27,34,32,24,19,17,23,20,7,8,13,14,14,7,6,7,8,4,0
2022-03-22 18:00:00,2,8,12,21,24,28,40,44,40,34,27,25,24,26,36,38,36,38,44,43,41,37,28,27,29,56,55,38,53,49,43,34,32,31,29,27,21,30,32,30,21,22,18,23,19,16,14,11,12,6,0
2022-03-22 19:00:00,5,6,9,15,14,14,31,41,43,41,39,36,35,31,33,35,40,22,41,41,35,35,24,22,18,40,42,34,36,34,31,28,24,24,22,19,19,22,26,22,25,23,23,23,18,18,17,12,15,6,0
2022-03-22 20:00:00,2,4,8,9,11,10,11,11,8,10,9,6,10,10,12,14,13,13,13,14,13,14,10,8,6,18,18,17,20,22,23,16,10,10,11,11,10,9,8,7,6,7,6,4,2,4,6,4,5,3,0
2022-03-22 21:00:00,3,4,6,9,13,14,12,14,12,10,9,7,11,10,12,13,14,13,13,11,12,11,9,7,7,24,18,22,24,23,21,15,10,12,10,10,9,10,10,8,9,10,8,9,8,7,6,2,7,3,0
2022-03-22 22:00:00,4,8,7,7,9,7,9,10,8,7,9,8,7,8,12,18,19,18,16,15,15,10,11,9,8,21,25,28,28,21,17,13,7,15,13,12,11,9,10,9,9,11,10,7,7,5,5,4,8,3,0
2022-03-22 23:00:00,1,3,4,7,9,8,11,8,7,6,5,4,0,8,6,9,5,8,7,7,8,5,6,4,7,19,18,16,15,22,21,15,13,8,8,10,8,6,7,9,10,9,6,3,2,1,2,2,3,1,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,1,4,5,4,5,7,7,6,5,0,6,7,0,6,7,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,2,5,5,7,12,10,5,5,4,5,4,4,3,2,6,5,2,9,8,14,10,12,13,7,11,5,6,4,7,7,6,6,3,7,9,8,9,11,13,12,3,2,1,0,1,2,0,1,1,0,0
2022-03-23 06:00:00,2,6,14,18,19,17,4,6,4,4,4,6,3,5,7,8,7,11,12,22,23,24,26,28,20,9,8,11,14,10,11,11,9,10,12,16,17,20,18,16,7,5,4,4,3,5,3,2,2,1,0
2022-03-23 07:00:00,5,21,34,41,49,42,11,9,7,8,10,7,6,12,19,23,22,27,25,44,43,37,36,43,39,30,31,38,52,46,38,25,21,26,28,34,45,42,56,48,45,6,7,5,6,5,3,4,6,3,0
2022-03-23 08:00:00,22,30,38,53,60,48,19,15,15,13,16,15,16,19,25,33,34,40,40,47,49,50,48,47,45,43,47,50,56,58,50,46,43,36,34,42,42,49,55,46,16,21,18,15,13,10,10,9,8,3,0
2022-03-23 09:00:00,4,8,28,27,45,39,12,9,7,7,6,7,8,8,9,15,16,20,23,34,39,40,32,33,29,27,30,34,35,34,30,29,24,30,35,38,37,42,59,49,14,10,9,5,4,0,4,4,4,2,0
2022-03-23 10:00:00,3,9,11,17,19,21,8,7,5,6,4,6,3,6,9,8,7,10,11,17,20,25,26,24,19,15,13,15,16,16,16,15,14,15,16,17,17,16,17,16,6,3,1,3,2,4,3,3,5,4,0
2022-03-23 11:00:00,2,5,7,12,14,13,6,4,3,3,4,3,5,3,9,11,10,8,11,19,20,19,17,17,14,10,12,14,15,16,15,14,13,14,15,16,16,18,21,17,6,8,6,3,5,3,4,5,6,2,0
2022-03-23 12:00:00,3,7,7,10,17,16,9,5,5,4,5,7,7,8,9,7,7,10,11,14,13,14,14,13,9,11,11,12,13,13,10,11,12,18,21,23,22,23,28,24,9,5,4,2,3,3,1,3,1,1,0
2022-03-23 13:00:00,4,6,6,8,15,14,6,8,6,7,9,10,5,7,9,11,9,8,10,12,13,13,13,11,12,17,18,19,20,16,14,22,15,19,17,14,14,15,17,16,6,5,3,2,2,3,4,2,4,1,0
2022-03-23 14:00:00,2,6,5,7,10,10,8,7,8,8,7,6,3,10,13,13,13,13,12,12,16,15,13,12,9,12,16,13,18,17,15,14,12,11,10,11,10,8,9,12,6,5,3,3,3,4,3,2,3,2,0
2022-03-23 15:00:00,3,4,9,11,15,14,10,10,10,11,9,8,7,10,8,10,7,11,12,13,14,24,20,17,13,27,21,28,33,32,33,36,34,35,35,26,24,19,22,19,10,11,9,6,7,6,6,5,7,2,0
2022-03-23 16:00:00,4,6,11,13,21,16,12,13,10,12,7,13,7,8,10,15,13,12,14,26,14,27,19,18,15,27,28,28,30,30,27,44,25,44,46,41,29,22,22,17,10,11,9,8,8,11,1,10,13,4,0
2022-03-23 17:00:00,8,11,14,19,26,32,15,22,23,24,24,23,21,22,22,21,20,21,21,21,20,20,18,17,17,36,39,41,41,39,34,31,28,26,25,20,17,21,25,20,8,14,10,9,8,7,7,7,6,4,0
2022-03-23 18:00:00,5,13,14,20,26,24,24,35,34,30,32,29,28,29,34,35,35,35,38,43,51,48,40,37,31,43,41,37,44,40,37,27,26,27,29,27,22,28,27,24,21,26,27,19,15,11,15,14,18,7,0
2022-03-23 19:00:00,5,8,12,16,22,20,25,25,25,23,22,21,19,25,32,36,37,32,30,32,30,27,22,20,19,44,45,40,42,41,36,23,25,23,24,24,22,21,19,22,21,22,25,29,27,26,26,23,25,6,0
2022-03-23 20:00:00,2,4,5,9,11,13,11,14,15,15,15,16,14,12,15,18,17,17,17,16,16,16,15,16,12,30,29,27,27,29,28,20,16,11,11,11,10,11,14,13,10,10,8,8,6,5,3,5,5,2,0
2022-03-23 21:00:00,2,3,6,10,16,17,10,10,9,8,7,6,8,6,11,13,12,13,12,12,14,12,11,11,8,15,16,17,19,18,15,9,7,10,12,12,13,11,12,10,19,16,13,12,9,6,7,8,6,2,0
2022-03-23 22:00:00,2,4,7,11,9,10,8,9,8,6,5,5,7,8,11,16,16,17,20,22,21,21,14,12,11,23,23,20,24,21,20,15,12,13,15,14,15,15,21,19,10,11,9,4,3,3,3,3,4,3,0
2022-03-23 23:00:00,2,3,2,3,8,7,10,10,8,8,5,7,5,4,6,7,6,6,9,9,8,7,5,3,3,11,12,12,12,10,9,7,5,8,7,7,4,6,5,4,5,5,4,5,1,2,0,3,3,3,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,1,5,7,6,6,7,6,5,2,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,1,3,4,5,9,7,3,7,4,8,4,3,7,8,9,5,6,9,11,18,12,17,16,8,12,7,7,9,12,13,9,15,14,17,17,17,18,20,19,14,3,1,0,0,1,1,2,0,2,1,0
2022-03-24 06:00:00,3,7,12,19,30,26,8,7,4,6,6,7,6,6,8,9,8,8,10,17,20,22,22,29,13,7,9,10,12,13,11,12,12,12,18,21,16,15,19,14,2,3,1,1,2,2,2,3,3,2,0
2022-03-24 07:00:00,6,16,30,48,53,44,11,11,11,7,10,7,6,9,18,22,23,31,38,57,58,59,48,52,46,23,27,37,44,44,44,21,21,22,25,31,37,38,48,38,12,7,6,6,6,7,8,7,6,5,0
2022-03-24 08:00:00,13,23,33,43,54,44,21,16,13,13,13,13,10,15,19,32,35,38,41,43,44,46,44,54,51,39,40,47,50,51,43,48,51,53,55,53,51,52,57,48,19,23,19,11,9,8,8,8,8,2,0
2022-03-24 09:00:00,5,12,23,30,50,40,12,8,6,5,5,6,5,8,13,17,16,14,14,22,24,24,23,23,19,15,16,18,20,20,21,21,20,26,30,32,37,33,37,30,6,4,5,5,4,0,2,2,4,1,0
2022-03-24 10:00:00,2,7,10,14,21,20,12,6,7,6,9,6,8,6,10,12,11,13,16,22,26,26,22,23,21,10,12,11,12,16,19,18,14,22,23,21,19,18,25,21,7,5,4,6,0,5,5,3,4,2,0
2022-03-24 11:00:00,3,4,8,12,18,17,6,5,4,4,2,5,6,5,7,7,7,7,11,18,15,18,14,15,13,8,12,12,15,17,13,9,12,12,11,11,10,12,13,10,5,4,3,2,2,0,1,3,4,1,0
2022-03-24 12:00:00,1,5,7,11,13,13,6,8,9,8,7,10,10,9,11,11,10,10,9,18,21,23,19,16,14,17,18,20,20,21,18,15,15,15,15,16,12,13,13,12,7,6,5,4,0,4,3,3,3,1,0
2022-03-24 13:00:00,4,6,7,10,12,12,6,8,7,10,8,7,7,9,8,7,6,8,10,14,15,19,17,21,16,8,11,12,13,12,11,11,12,11,14,13,16,13,14,12,11,7,3,3,1,2,0,3,4,1,0
2022-03-24 14:00:00,5,8,9,12,16,16,13,13,13,13,4,10,3,12,11,14,7,8,9,14,15,10,12,6,11,13,14,14,16,14,12,12,9,15,15,15,14,15,15,14,7,5,5,3,4,3,3,5,10,8,0
2022-03-24 15:00:00,2,7,8,10,12,15,8,9,11,10,9,6,10,9,9,12,14,13,13,15,17,18,14,12,12,14,16,17,19,21,19,19,15,14,16,14,14,15,17,16,7,6,5,7,8,4,7,7,3,5,1
2022-03-24 16:00:00,4,5,10,13,16,19,11,13,12,9,11,10,10,12,14,13,20,19,12,28,28,27,25,26,15,18,19,21,24,33,39,43,39,38,37,30,23,17,22,17,7,7,6,6,6,6,4,3,7,3,0
2022-03-24 17:00:00,2,7,9,15,18,21,17,17,16,17,15,14,14,16,20,21,20,18,23,28,30,31,25,25,19,30,31,35,36,37,37,33,40,40,38,32,28,29,34,18,12,10,9,9,8,9,7,7,8,4,0
2022-03-24 18:00:00,8,10,13,20,31,28,25,25,25,23,21,21,19,21,33,43,45,44,32,44,43,45,43,42,42,43,45,42,44,43,36,32,24,25,25,26,29,39,42,39,23,24,23,23,22,20,21,15,14,6,0
2022-03-24 19:00:00,4,6,9,12,14,16,18,18,19,21,20,20,17,18,21,23,22,22,20,20,19,19,14,13,14,42,41,42,42,37,36,24,20,23,20,23,24,22,34,32,22,21,21,17,16,16,17,15,13,4,0
2022-03-24 20:00:00,2,3,9,9,14,14,12,12,15,14,8,9,11,10,11,13,12,14,13,12,10,10,7,8,7,18,19,17,24,23,20,14,14,17,18,22,21,20,22,19,14,13,11,8,5,7,6,4,8,4,0
2022-03-24 21:00:00,1,3,5,7,10,9,8,9,8,8,11,10,8,8,15,18,19,18,17,16,15,15,9,8,8,27,30,29,32,27,22,16,12,10,8,7,6,8,5,7,9,10,6,9,8,7,3,5,4,1,0
2022-03-24 22:00:00,2,3,6,7,5,6,10,9,8,7,6,7,7,7,14,20,21,15,20,19,17,14,11,5,6,20,19,19,20,16,15,14,13,14,13,12,13,13,13,11,9,9,10,10,7,4,4,2,7,4,0
2022-03-24 23:00:00,1,2,2,1,4,5,5,4,4,4,4,6,5,6,8,9,8,12,5,11,9,7,4,5,4,18,13,18,19,18,17,9,8,8,7,6,7,7,10,9,12,10,4,6,5,3,3,0,3,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,1,3,5,0,7,10,10,8,5,0,6,7,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,3,4,5,11,9,3,4,1,4,4,4,5,4,3,4,5,6,6,11,11,10,10,10,9,5,8,9,13,13,12,10,7,10,9,9,10,10,11,7,3,2,2,0,1,2,0,0,2,0,0
2022-03-25 06:00:00,2,4,11,17,26,22,6,8,9,4,5,5,3,4,6,7,6,7,10,15,17,19,17,18,16,7,3,8,9,9,9,9,9,13,17,17,18,18,18,15,2,3,2,3,0,0,2,2,3,1,0
2022-03-25 07:00:00,5,15,29,38,51,40,7,7,10,10,10,10,12,10,19,29,29,34,35,41,45,44,44,45,38,24,23,26,31,30,30,26,30,29,27,36,39,45,52,39,10,6,5,4,4,5,6,0,8,5,0
2022-03-25 08:00:00,15,19,35,49,56,46,23,26,24,17,15,12,10,10,15,25,29,30,32,38,42,44,37,43,40,38,39,44,51,48,42,40,38,42,47,50,55,55,57,48,19,18,16,10,8,10,7,6,8,5,0
2022-03-25 09:00:00,4,10,16,31,47,39,10,12,10,9,6,7,7,9,11,13,13,13,14,21,25,25,25,24,20,15,15,17,21,24,25,24,20,20,24,28,28,28,31,25,7,6,6,4,3,0,5,3,7,1,0
2022-03-25 10:00:00,3,6,9,16,34,29,8,6,7,9,9,5,8,7,8,7,8,15,16,22,21,20,18,18,17,11,12,16,18,17,17,16,15,14,17,18,16,16,18,14,7,5,1,2,3,3,2,1,1,1,0
2022-03-25 11:00:00,4,6,9,11,14,11,5,5,4,4,4,5,5,4,6,7,8,11,12,18,20,11,15,14,10,12,14,15,18,15,15,12,12,17,19,20,18,19,24,17,5,4,4,4,5,6,2,5,4,1,0
2022-03-25 12:00:00,4,5,7,9,13,14,5,5,5,6,5,4,5,6,11,14,14,14,13,18,19,20,21,19,17,13,12,15,16,16,17,15,14,16,17,18,20,21,23,24,5,5,3,5,4,2,4,4,8,3,0
2022-03-25 13:00:00,3,5,5,9,13,14,8,10,11,8,9,10,4,12,13,14,12,12,13,22,23,23,20,17,13,13,14,18,22,19,19,18,16,16,19,15,16,17,18,16,6,3,2,4,2,5,2,4,3,1,0
2022-03-25 14:00:00,3,5,9,9,11,12,8,10,9,7,9,9,8,8,10,12,10,12,11,16,18,20,15,15,12,15,16,15,19,17,20,17,16,15,16,16,16,15,17,12,9,6,5,4,3,4,2,5,6,3,0
2022-03-25 15:00:00,3,5,9,9,10,10,9,11,8,7,9,9,8,9,11,12,11,13,14,28,18,31,17,16,12,21,16,18,22,24,23,48,46,48,45,37,25,15,19,18,13,12,10,7,8,7,7,4,4,2,0
2022-03-25 16:00:00,6,8,12,18,24,24,9,11,11,12,14,8,12,12,15,20,18,18,19,21,24,23,21,20,19,27,28,30,31,31,29,33,24,38,32,27,21,24,30,23,11,10,12,7,6,8,6,4,12,4,0
2022-03-25 17:00:00,7,14,15,20,24,20,18,21,16,15,14,14,15,16,19,23,22,21,21,28,32,30,24,21,19,31,31,32,35,36,30,30,31,32,36,33,26,28,33,30,17,21,23,21,15,14,15,15,16,5,0
2022-03-25 18:00:00,3,10,18,31,36,34,23,27,29,26,27,28,28,25,31,34,31,31,33,42,50,48,45,41,43,51,49,45,50,49,43,26,26,26,29,27,25,23,31,29,23,26,23,14,13,15,12,11,11,6,0
2022-03-25 19:00:00,3,7,10,15,18,20,26,31,26,25,24,21,22,19,25,24,20,22,22,29,28,26,22,20,19,26,26,47,46,41,38,28,29,29,28,25,19,21,31,25,20,24,13,22,20,20,19,16,15,7,0
2022-03-25 20:00:00,2,3,5,5,11,10,10,9,8,7,8,5,12,14,15,16,14,16,11,17,16,17,11,8,9,27,25,25,25,20,18,13,13,17,20,19,13,18,21,19,16,12,7,7,7,6,6,4,5,2,0
2022-03-25 21:00:00,2,5,7,7,9,7,9,10,9,7,6,6,7,7,14,14,14,18,17,17,14,15,11,14,12,16,18,19,20,17,14,12,10,12,13,10,13,14,13,11,10,13,12,10,9,8,4,5,4,2,0
2022-03-25 22:00:00,3,1,5,11,12,15,8,10,12,10,8,9,4,8,15,19,20,14,20,21,18,16,13,11,7,23,26,25,25,20,16,14,15,15,13,14,13,12,9,9,11,11,11,7,4,5,5,5,5,3,0
2022-03-25 23:00:00,2,4,5,7,11,11,14,13,14,7,4,7,6,5,19,22,23,15,16,16,7,13,8,6,6,34,34,29,32,25,21,19,18,21,18,16,15,12,11,9,9,8,7,8,6,5,4,4,6,2,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,4,5,1,4,5,0,0,2,3,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,2,1,4,6,8,7,2,2,3,2,3,2,0,2,2,5,2,4,5,8,10,9,8,5,4,4,5,2,4,3,5,6,5,8,8,9,8,10,13,8,1,2,1,1,0,0,0,0,0,0,0
2022-03-26 06:00:00,5,7,6,9,12,9,4,6,5,3,4,4,5,6,7,8,6,8,9,10,12,14,11,11,7,5,5,6,9,8,7,6,6,6,6,6,8,7,11,9,3,1,2,3,3,1,2,0,3,2,0
2022-03-26 07:00:00,4,7,9,11,15,13,6,7,5,2,2,6,2,1,7,7,6,3,7,12,12,13,12,15,11,9,10,10,13,10,9,9,7,8,10,11,11,11,15,16,7,6,3,5,5,4,3,3,5,3,0
2022-03-26 08:00:00,3,8,13,16,18,16,12,9,7,7,6,8,9,6,11,13,7,11,13,19,20,11,20,20,16,24,28,29,32,27,19,17,19,21,21,18,16,14,27,18,12,8,9,6,5,5,5,2,6,4,0
2022-03-26 09:00:00,4,7,11,12,18,15,10,8,7,5,6,6,5,7,7,9,9,10,11,13,15,14,16,16,15,12,16,20,21,18,15,17,15,17,23,23,20,19,26,20,6,5,3,3,4,3,4,4,3,0,0
2022-03-26 10:00:00,3,4,10,15,25,22,5,7,5,7,8,9,7,7,10,10,11,12,12,22,26,30,30,29,23,8,8,10,12,11,13,14,10,13,18,21,19,15,20,14,5,4,4,5,2,4,1,1,2,1,0
2022-03-26 11:00:00,3,5,10,17,22,19,10,10,11,10,11,9,9,7,8,11,12,10,9,16,21,24,17,16,15,19,12,13,21,25,21,20,19,28,31,26,21,18,18,16,5,4,2,3,4,3,3,2,3,2,0
2022-03-26 12:00:00,4,6,10,17,22,19,8,10,8,8,9,9,8,8,11,12,11,12,15,21,18,24,25,21,16,11,14,18,17,19,9,17,13,18,16,16,16,14,19,22,7,6,5,4,4,6,4,4,3,1,0
2022-03-26 13:00:00,3,5,7,15,19,19,7,5,6,7,10,5,11,10,11,13,13,18,16,20,20,23,24,27,19,9,8,11,14,11,15,16,14,14,16,16,15,18,22,18,6,5,3,5,4,5,5,3,4,1,0
2022-03-26 14:00:00,3,10,10,13,19,18,9,8,4,6,7,4,6,7,12,18,22,27,26,28,22,23,22,21,18,19,18,19,21,19,19,15,14,17,17,20,20,16,19,18,8,5,4,6,5,3,4,2,3,2,0
2022-03-26 15:00:00,3,7,6,10,18,11,7,8,8,8,8,9,7,9,14,17,17,14,18,20,23,24,17,16,16,42,19,20,22,22,23,18,18,20,20,19,22,20,26,21,9,7,9,8,8,10,3,7,6,4,0
2022-03-26 16:00:00,5,4,6,14,22,19,9,11,10,7,6,8,6,10,13,17,17,15,19,23,25,26,25,24,18,22,43,42,41,40,36,27,24,27,22,20,20,22,26,23,8,7,8,6,7,6,6,2,5,2,0
2022-03-26 17:00:00,4,8,8,10,16,13,11,13,11,13,12,3,8,9,13,14,16,17,17,21,22,23,20,16,14,23,22,27,32,31,27,20,16,18,21,21,22,23,24,19,7,5,6,5,7,8,4,7,11,2,0
2022-03-26 18:00:00,5,8,7,12,23,24,15,13,14,11,12,11,10,8,18,18,20,13,20,21,16,13,17,16,13,19,21,20,24,21,19,17,20,20,20,19,19,19,21,19,10,12,12,9,5,5,6,4,5,2,0
2022-03-26 19:00:00,2,4,7,8,11,9,6,8,10,11,8,10,6,11,12,15,14,14,16,19,16,17,15,12,10,19,17,18,20,14,21,18,16,18,17,14,14,14,16,12,9,6,8,7,6,7,4,2,5,1,0
2022-03-26 20:00:00,1,3,4,8,9,8,10,10,9,8,7,3,7,8,15,15,13,14,12,16,9,15,10,7,7,18,16,14,19,21,19,14,11,11,10,15,14,12,15,12,8,8,6,3,1,2,4,1,3,3,0
2022-03-26 21:00:00,2,3,5,6,6,6,8,9,7,9,9,8,5,10,14,9,13,12,13,16,17,19,14,10,8,18,21,11,21,20,21,20,17,15,15,14,12,10,11,13,7,6,5,5,4,2,1,4,6,3,0
2022-03-26 22:00:00,1,2,3,8,6,4,8,6,6,6,6,3,8,6,13,18,19,19,16,16,17,16,13,13,12,20,20,21,14,18,16,10,8,12,11,11,9,10,9,7,6,6,5,5,2,2,3,2,4,3,0
2022-03-26 23:00:00,1,3,3,9,11,5,14,16,15,11,10,12,11,14,18,20,18,17,16,15,2,12,10,8,5,26,17,21,20,19,16,14,12,11,11,10,4,9,9,8,11,4,10,6,4,3,2,2,1,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,2,0,1,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,2,2,3,5,2,2,1,0,1,0,2,0,2,4,3,2,5,5,6,6,5,5,4,3,5,6,0,3,0,1,6,5,6,6,9,10,0,10,7,1,0,0,0,0,0,0,0,1,0,0
