Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리사거리,7_계남초등학교,8_봉영여중.목동고,9_목동우성아파트입구,10_은정초등학교,11_갈산초등학교후문,12_기업은행구로중앙지점,13_신도림동.구로역,14_신도림역,15_문래동남성아파트,16_문래우체국.문래예술공단,17_문래자이아파트,18_벽산메가트리움APT,19_영일시장.록스,20_남부지방법원등기국.구로세무서(에이스하이테크시티),21_도림마을금고,22_성락교회,23_신길5동주민센터,24_신풍역,25_래미안에스티움,26_영진시장,27_보라매역,28_서울공업고등학교,29_대림초등학교,30_신대방삼거리,31_보라매병원입구,32_당곡사거리.롯데백화점관악점,33_당곡중학교,34_은천교,35_봉일시장,36_은천초등학교,37_두산.벽산아파트.서울관광고등학교,38_은천동두산아파트3단지,39_봉천역,40_봉일시장,41_당곡중학교,42_롯데관악점.건강보험관악지사,43_보라매공원입구,44_신대방역,45_조원동주민센터,46_골목시장앞,47_모두의학교.금천문화예술정보학교,48_독산3동주민센터,49_독산동남문시장,50_독산동쌈지공원,51_독산동성당앞,52_독산동정훈단지,53_남부여성발전센터,54_현대시장.시흥4동주민센터,55_동산교회앞,56_시흥초등학교.금천구보훈회관,57_은행나무입구사거리,58_경동택배,59_백산초등학교,60_은행나무입구사거리,61_경남아파트,62_시흥초등학교.금천구보훈회관,63_동산교회앞,64_현대시장.시흥4동주민센터,65_남부여성발전센터,66_독산동정훈단지,67_독산4동주민센터,68_독산동성당앞,69_독산동쌈지공원,70_독산동남문시장,71_독산3동주민센터,72_모두의학교.금천문화예술정보학교,73_KT구로지사,74_조원동주민센터,75_신대방역,76_신사동진양빌딩앞,77_보라매공원입구,78_보라매갑을아파트,79_롯데관악점.건강보험관악지사,80_봉천교,81_당곡중학교,82_봉일시장,83_봉천역,84_신봉초등학교입구,85_벽산.두산아파트.서울관광고등학교,86_은천초등학교,87_봉일시장,88_은천교,89_당곡중학교,90_보라매공원.보라매병원,91_보라매삼성아파트.모자원고개,92_신대방삼거리,93_대림초등학교,94_서울공업고등학교,95_보라매역.5번출구,96_영진시장,97_래미안에스티움,98_신풍역,99_신길5동주민센터,100_성락교회,101_도림마을금고,102_남부지방법원등기국.구로세무서(에이스하이테크시티),103_금호아파트,104_문래역,105_문래우체국.문래예술공단,106_문래동남성아파트,107_신도림역,108_신도림동.구로역,109_구로역.구로기계공구상가,110_기업은행구로중앙지점,111_갈산초등학교후문,112_은정초등학교,113_양천아파트,114_봉영여중.목동고,115_목동아파트11단지(1117동),116_계남초등학교,117_신트리아파트,118_정랑고개.양천벤처타운,119_금옥중.금옥여고.백암고등학교,120_신정현대아파트.서부트럭터미널,121_양천공영차고지
2022-03-12 08:00:00,2,1,4,5,6,0,0,6,13,15,0,14,15,5,4,0,3,3,2,3,4,4,4,6,8,9,7,7,8,6,7,5,5,3,0,3,2,2,1,2,3,5,9,6,8,3,14,13,10,7,8,7,3,4,3,0,2,0,3,7,3,4,5,8,8,9,9,7,10,10,11,12,10,14,6,6,0,6,4,0,3,2,2,2,3,3,5,5,3,9,9,9,9,8,10,9,8,0,8,8,7,5,3,1,0,4,5,0,4,5,0,0,4,4,2,0,1,1,0,0,0
2022-03-12 09:00:00,2,3,4,5,3,5,6,5,15,15,11,14,14,5,3,2,1,1,1,2,6,8,9,9,9,8,10,8,9,8,8,5,0,4,3,2,1,2,3,2,2,6,6,8,9,11,12,9,4,3,6,7,6,7,3,4,1,2,1,1,3,4,5,5,8,2,10,6,5,9,11,7,12,11,8,10,11,10,3,0,4,4,3,4,2,1,3,6,4,9,10,8,6,5,7,2,0,7,5,4,6,2,1,2,0,0,4,3,3,0,5,4,5,0,0,1,0,4,0,1,0
2022-03-12 10:00:00,0,1,2,3,5,6,7,10,22,21,22,20,17,5,4,3,0,2,1,1,4,6,5,8,0,6,8,8,10,13,12,6,4,3,2,2,3,2,2,0,4,9,11,10,9,7,10,8,7,8,7,2,3,1,0,0,0,0,2,4,6,1,8,15,16,14,15,15,14,10,10,10,0,9,7,6,0,8,7,6,8,3,2,1,2,4,6,7,8,8,7,8,7,4,3,5,0,0,4,4,5,2,2,4,2,2,5,1,4,0,2,1,2,0,0,0,1,0,0,0,0
2022-03-12 11:00:00,1,0,2,3,4,2,0,3,6,12,11,12,12,5,0,4,4,3,0,8,7,6,5,5,2,5,5,7,4,9,10,7,6,5,5,4,2,3,4,0,4,5,3,5,0,5,3,0,3,4,3,7,8,8,5,1,0,1,0,0,3,0,0,7,7,8,10,12,14,15,15,15,0,15,10,12,10,7,5,6,6,5,4,3,3,4,6,8,8,9,13,8,8,0,3,11,10,6,11,11,11,8,5,6,5,6,9,10,10,10,1,3,1,0,0,0,0,3,1,0,0
2022-03-12 12:00:00,2,3,4,5,8,11,3,10,18,21,23,21,20,8,8,4,2,2,4,2,3,1,0,0,6,5,6,7,6,9,12,9,4,8,7,6,3,4,2,0,5,8,3,9,5,5,8,8,8,6,6,7,2,3,0,2,1,0,3,4,6,0,6,9,9,8,7,8,9,10,10,8,7,8,7,8,0,8,5,5,4,3,3,3,7,6,7,8,9,9,6,5,6,4,7,10,12,8,10,12,13,9,3,2,3,1,6,5,7,7,9,7,6,8,6,0,4,0,2,0,0
2022-03-12 13:00:00,0,1,2,4,3,5,5,2,11,13,14,14,10,6,5,4,4,2,4,6,4,5,6,5,7,6,6,7,9,14,13,8,6,7,4,3,7,3,5,0,5,8,7,9,7,8,13,10,9,5,8,7,5,3,3,1,2,1,2,1,2,0,3,4,5,0,7,0,8,0,7,8,11,11,10,8,10,9,7,8,7,5,3,1,5,6,9,5,5,9,9,9,9,13,4,3,12,6,13,17,10,6,6,5,4,4,10,8,9,7,4,9,6,2,5,4,3,0,1,0,0
2022-03-12 14:00:00,1,2,1,0,0,2,2,4,9,13,13,15,12,5,0,3,5,0,6,6,7,5,6,7,5,7,5,2,8,6,8,7,7,5,4,2,2,3,2,0,1,4,5,9,0,0,8,7,6,9,10,10,7,3,3,1,1,0,1,2,0,2,5,6,4,5,5,4,6,8,8,10,7,10,10,6,0,3,1,1,2,2,1,4,6,8,10,13,0,12,10,8,7,7,8,13,14,13,9,8,10,5,5,9,0,9,11,7,12,7,11,12,9,7,3,8,6,5,2,0,0
2022-03-12 15:00:00,0,1,2,0,0,0,0,2,10,11,0,15,15,4,3,3,4,6,7,10,8,5,5,6,3,5,7,7,6,4,3,3,4,5,1,4,5,5,0,4,0,6,5,10,9,7,6,5,3,5,3,4,4,2,0,3,1,0,5,6,9,0,0,13,14,13,4,13,15,6,13,11,11,12,9,8,6,10,8,7,8,6,5,5,3,4,6,7,7,8,8,7,7,7,5,7,6,4,10,11,11,5,4,2,2,3,17,4,18,19,16,14,11,10,8,6,5,2,0,4,0
2022-03-12 16:00:00,0,0,2,3,5,6,0,3,9,10,11,10,8,4,4,1,7,7,6,7,5,6,4,7,6,5,1,7,8,9,5,5,0,6,2,0,1,3,0,0,2,9,12,13,10,14,0,12,13,14,14,13,9,3,3,1,0,0,1,2,3,0,4,5,3,5,6,7,9,3,9,11,5,9,7,6,4,6,9,8,8,7,5,2,5,5,5,6,7,10,11,6,8,10,5,8,10,9,8,8,7,5,6,4,4,0,11,11,15,14,9,8,7,6,4,3,2,2,1,0,0
2022-03-12 17:00:00,1,2,2,5,6,7,0,10,12,13,0,14,13,8,2,3,5,4,7,9,8,7,6,6,5,7,5,8,8,11,10,9,7,4,5,3,2,4,5,4,6,6,6,15,14,14,16,15,14,15,11,9,10,4,3,1,0,0,2,4,2,6,7,10,11,5,7,0,6,7,11,12,13,13,8,7,0,6,4,3,4,3,2,0,3,0,4,5,6,7,7,8,7,4,9,10,0,11,0,12,9,5,4,4,6,5,16,15,20,21,19,14,16,15,13,12,6,3,2,0,0
2022-03-12 18:00:00,1,2,1,3,0,0,4,1,6,5,3,11,9,5,3,5,8,8,14,15,13,10,0,17,16,14,9,13,13,10,7,6,0,4,2,0,0,1,2,0,2,5,5,8,13,16,14,11,0,14,11,12,8,8,7,1,0,0,4,3,3,5,4,8,12,12,11,12,11,12,10,9,10,11,10,11,11,8,7,4,6,5,4,3,4,3,5,7,6,9,7,7,5,6,6,5,2,8,7,2,3,0,2,3,0,7,10,8,11,5,9,9,5,0,6,7,4,2,1,0,0
2022-03-12 19:00:00,0,2,4,2,0,6,4,3,0,0,5,7,8,3,1,1,3,2,9,7,7,8,0,9,7,8,7,8,12,13,13,11,11,9,5,4,3,2,2,0,0,4,5,8,0,5,12,10,11,9,8,4,2,1,0,0,0,0,1,0,3,0,2,9,8,7,8,10,0,8,7,5,4,8,4,2,3,4,0,2,2,3,5,2,6,4,11,13,10,11,7,7,10,4,11,10,9,10,4,9,8,6,2,6,6,7,17,17,11,18,16,15,12,11,6,5,2,2,0,0,0
2022-03-12 20:00:00,0,1,3,0,4,0,0,4,3,2,0,0,0,2,0,2,0,5,9,12,12,13,12,11,13,10,8,9,10,10,12,8,10,5,4,3,3,4,1,2,2,12,10,13,5,12,11,9,8,7,6,4,3,3,1,0,0,0,4,1,3,4,0,1,3,2,3,0,1,4,5,2,1,4,1,3,0,0,4,1,0,0,4,2,2,3,3,0,4,2,2,0,1,0,6,5,4,0,3,1,0,0,0,0,0,1,7,12,14,12,10,9,4,3,0,2,1,0,0,0,0
2022-03-12 21:00:00,0,1,0,0,0,0,0,1,1,2,2,3,0,1,0,2,2,0,6,1,7,6,0,4,2,0,3,7,8,6,9,11,10,8,6,0,5,6,0,0,1,5,4,7,8,0,8,7,6,7,6,7,5,2,0,1,0,0,4,0,3,0,4,4,6,6,4,3,0,4,6,0,5,6,5,0,3,0,0,2,1,0,4,4,2,0,2,0,0,3,4,3,5,2,4,4,2,3,3,4,3,2,0,3,0,5,20,0,23,9,19,17,14,11,9,0,4,1,0,0,0
2022-03-12 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,7,4,6,7,5,6,0,5,6,4,4,2,1,0,1,0,0,1,0,0,5,3,8,0,3,8,7,3,6,6,4,3,3,2,0,0,0,4,0,5,6,1,5,3,4,3,4,0,2,0,2,0,3,1,7,6,4,3,0,4,3,3,1,1,2,3,0,2,6,0,3,2,1,0,1,5,0,3,0,0,0,0,3,5,4,14,13,17,15,12,12,9,0,6,8,7,0,5,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,1,5,6,0,5,4,0,0,4,3,3,0,0,2,1,3,4,3,2,6,3,0,5,3,2,1,0,0,1,0,4,2,3,2,0,6,5,6,5,6,5,0,1,0,2,1,0,11,13,14,6,13,10,7,5,6,6,2,1,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,2,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,2,1,1,2,0,3,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,0,1,0,0,2,4,5,0,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,3,2,4,1,2,0,0,0,0,0,1,0,2,0,0,0,0,5,0,4,0,3,0,2,2,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,4,1,3,1,1,0,0,3,0,1,4,0,1,0,0,0,0,2,2,1,0,0,0,3,0,0,0,1,0,0,0,0
2022-03-13 06:00:00,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,2,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,3,2,2,0,3,2,2,0,0,0,0,0,0,1,1,2,0,3,0,3,0,0,2,4,0,0,0,2,4,0,0,2,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,0,3,4,0,2,0,0,0,4,5,5,4,4,1,1,3,2,0,0,1,3,4,3,2,4,3,1,1,2,3,4,3,2,0,0,0,0,0,1,0,0,2,2,2,0,1,4,5,4,3,0,3,2,1,0,0,0,0,1,0,2,2,0,3,0,2,3,4,5,7,8,0,7,1,5,0,6,0,0,0,0,0,0,0,0,1,4,0,1,6,4,3,1,0,2,3,0,0,0,2,0,1,0,1,0,0,2,2,1,3,0,2,1,0,0,0,1,0,0,0,0
2022-03-13 08:00:00,0,1,0,2,4,3,0,2,7,6,0,4,4,2,0,0,0,2,0,1,4,5,4,4,4,5,0,3,7,9,8,4,2,3,4,0,2,0,0,0,0,3,3,4,0,1,7,7,5,7,8,8,6,4,2,1,0,0,0,1,0,2,3,7,8,9,2,3,5,8,9,9,8,9,7,5,4,3,0,0,3,2,0,0,2,1,2,4,4,6,5,5,4,2,4,5,0,6,5,5,4,2,1,0,0,0,0,1,0,0,0,2,0,0,0,3,2,1,0,0,0
2022-03-13 09:00:00,1,1,0,1,2,0,2,6,8,9,0,8,6,4,3,1,2,1,2,0,3,4,2,2,5,0,3,1,0,5,3,4,5,1,0,0,0,1,2,0,3,3,4,3,0,2,0,2,1,2,1,2,0,1,0,0,0,0,1,1,0,1,2,4,5,6,5,0,7,8,7,7,6,9,5,12,7,11,3,2,2,2,2,1,1,0,2,3,5,7,9,8,5,6,2,8,3,2,7,7,5,4,3,2,0,0,2,1,2,0,1,0,3,4,4,0,5,4,2,0,0
2022-03-13 10:00:00,1,2,0,3,0,4,3,4,9,10,7,8,8,2,0,1,3,2,0,0,0,5,6,3,3,4,5,0,0,7,6,2,4,4,0,0,1,0,0,0,2,3,4,5,3,3,4,4,0,3,4,5,3,2,1,0,0,0,2,3,3,0,5,6,5,4,5,6,7,7,7,0,8,0,6,5,6,6,7,6,9,7,4,2,3,0,5,4,0,4,5,5,5,4,5,0,2,4,3,5,3,4,3,2,1,2,5,5,5,7,6,6,5,4,3,2,1,0,0,0,0
2022-03-13 11:00:00,0,0,0,0,1,1,3,4,10,14,12,11,10,2,3,1,1,0,1,0,0,0,2,3,3,2,4,0,5,2,0,4,1,0,2,0,0,1,0,0,3,4,7,7,8,7,8,3,8,7,8,6,5,3,2,1,0,1,4,5,9,8,2,7,9,7,10,7,12,6,13,16,17,11,11,7,6,10,10,9,7,8,6,4,3,0,4,6,7,4,5,7,5,1,0,6,5,7,8,7,5,2,3,3,0,0,4,3,3,0,1,1,3,0,0,0,1,0,0,0,0
2022-03-13 12:00:00,1,0,0,0,2,1,2,2,7,8,9,13,14,6,3,4,0,2,0,3,3,6,4,3,4,4,2,8,10,11,9,5,4,4,0,3,1,2,2,3,4,10,10,10,11,12,9,6,2,5,0,5,4,3,2,2,1,0,1,3,0,1,3,0,3,5,7,8,11,10,8,9,10,9,5,3,0,4,3,1,0,1,0,0,2,4,5,3,6,5,4,5,7,4,4,12,13,10,7,8,5,3,1,5,6,5,5,5,4,4,4,3,2,1,2,0,3,1,2,0,0
2022-03-13 13:00:00,0,0,1,0,1,1,0,2,7,9,7,11,12,3,4,3,3,2,3,3,3,1,0,3,4,3,5,0,7,4,7,6,5,4,3,3,1,2,0,0,1,5,6,7,4,6,6,6,5,5,5,5,4,3,1,0,0,0,2,4,3,0,4,8,12,7,14,15,6,13,14,13,11,10,7,3,2,0,2,6,0,3,1,1,3,4,5,7,7,7,7,5,3,4,8,8,4,4,8,8,7,4,0,3,1,0,15,11,13,14,13,11,10,0,0,9,8,6,3,0,0
2022-03-13 14:00:00,3,1,0,4,2,3,0,4,7,8,7,7,6,2,1,0,0,1,2,1,4,6,2,8,12,13,13,14,16,16,13,12,10,7,2,5,1,0,0,0,1,5,6,9,9,8,0,5,4,4,0,4,3,0,2,2,1,0,6,7,8,8,8,6,6,6,8,7,6,0,5,3,0,5,5,6,6,5,4,3,3,2,3,2,2,4,5,6,5,6,7,4,6,6,5,0,7,8,3,7,6,5,2,6,5,5,3,0,4,5,1,2,3,1,0,0,3,0,2,0,0
2022-03-13 15:00:00,2,2,1,3,5,0,0,4,6,7,5,4,8,4,1,3,2,1,2,3,4,7,6,6,6,7,0,6,7,6,6,4,2,3,3,3,0,3,2,1,0,4,4,2,3,2,3,0,6,4,3,3,3,2,0,0,1,0,1,2,3,0,4,7,5,6,7,4,0,0,8,6,6,5,4,6,0,3,3,0,4,5,1,2,4,0,5,6,8,7,7,5,0,6,4,7,6,4,3,7,8,2,2,3,5,4,8,9,10,11,10,8,7,5,4,0,4,2,0,0,0
2022-03-13 16:00:00,0,1,0,0,1,2,2,0,5,8,9,9,7,4,0,3,3,4,7,3,8,13,7,13,12,5,10,9,8,10,9,8,5,2,4,0,2,2,2,3,4,7,0,9,11,9,11,9,7,8,9,8,6,5,4,1,2,0,0,1,0,2,0,5,6,7,6,4,5,5,8,6,9,9,4,4,3,2,3,6,7,7,1,3,3,0,7,6,4,7,9,6,6,0,7,3,2,5,6,8,6,4,0,4,2,5,9,7,9,10,9,6,6,8,7,6,4,2,0,0,0
2022-03-13 17:00:00,2,1,0,2,0,1,0,6,9,12,11,13,13,4,5,5,4,3,3,5,5,6,6,5,4,6,0,3,4,12,13,12,8,6,4,3,2,4,4,0,0,10,6,13,15,0,17,18,0,19,19,7,6,5,4,1,0,0,1,2,4,0,4,3,9,8,10,9,11,12,12,13,13,12,11,9,4,8,7,0,0,6,4,3,4,4,8,9,10,10,7,3,10,8,11,11,12,12,9,10,8,6,5,7,5,5,16,15,18,17,16,13,9,8,4,3,2,0,1,0,0
2022-03-13 18:00:00,0,2,4,0,5,6,3,4,4,3,4,3,7,5,0,5,4,6,8,8,0,7,0,10,4,8,3,6,6,9,11,8,7,6,4,4,2,3,3,4,5,11,10,13,12,12,12,10,9,8,7,6,4,3,2,2,0,0,2,3,0,0,3,4,4,6,6,7,8,11,12,9,8,7,7,7,2,6,5,3,2,1,1,2,1,0,3,2,0,2,2,1,3,5,4,3,0,6,6,5,6,3,4,7,0,4,7,7,8,9,7,6,3,0,2,0,1,2,0,0,0
2022-03-13 19:00:00,0,1,1,1,2,0,0,1,4,5,0,0,3,2,0,3,3,0,6,5,7,6,5,3,4,0,5,5,6,9,5,8,3,0,0,0,0,1,0,0,0,3,2,3,4,0,2,0,0,8,0,5,4,5,4,3,1,0,2,1,6,0,7,7,6,4,1,5,0,6,1,5,4,2,5,5,4,3,5,0,4,3,4,5,4,5,5,6,0,7,6,3,3,2,4,3,2,0,2,3,2,2,1,2,11,12,17,15,13,11,7,6,6,0,4,2,1,0,0,0,0
2022-03-13 20:00:00,0,0,0,0,0,0,0,0,2,3,0,4,2,1,0,1,0,0,0,7,8,0,7,6,5,4,0,5,7,8,7,6,7,4,5,3,1,3,0,0,0,13,0,12,0,12,12,10,0,8,7,6,5,4,4,0,0,0,1,0,1,0,2,3,4,1,0,0,2,0,4,0,2,3,4,5,0,4,4,2,0,1,2,3,2,3,2,3,3,7,4,7,3,5,5,3,7,0,0,1,2,1,3,1,0,4,12,10,13,0,13,10,5,4,3,4,2,1,0,0,0
2022-03-13 21:00:00,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,2,0,2,0,0,0,0,0,4,6,7,0,6,4,2,1,0,4,1,2,1,2,4,4,7,8,0,7,9,0,7,10,10,7,6,3,1,0,0,1,0,3,0,0,3,1,0,2,2,0,4,4,3,0,4,4,1,3,4,0,3,0,2,2,3,3,4,5,6,0,4,5,3,6,5,6,0,6,5,4,2,1,0,4,0,0,0,7,7,15,9,12,9,4,0,1,0,2,1,0,0,0
2022-03-13 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,0,0,4,0,5,4,0,1,0,1,0,2,0,1,0,0,0,1,2,1,2,3,4,0,5,0,4,5,0,4,1,2,5,4,3,0,0,0,0,1,2,3,2,0,2,1,0,2,1,2,0,2,2,3,0,0,0,0,4,2,3,0,2,3,2,2,3,5,6,0,1,1,0,7,1,5,4,3,5,0,1,0,0,0,1,4,5,13,12,12,5,10,8,4,2,1,0,1,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,2,3,0,2,0,0,2,2,0,1,0,0,0,2,2,0,1,2,0,1,0,1,2,5,4,0,4,0,3,1,1,0,2,0,4,0,3,0,4,3,0,0,2,0,0,2,0,2,1,0,0,0,0,2,14,15,15,0,0,11,3,2,1,2,1,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,1,0,0,2,4,1,5,12,10,9,11,8,1,0,0,0,0,0,1,2,0,0,3,0,0,2,4,5,5,0,0,4,1,3,0,8,10,11,5,9,8,9,8,6,5,5,4,5,0,2,6,7,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,5,9,5,12,14,13,0,16,0,16,21,27,29,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,1,0,1,0,4,5,0,2,8,12,6,7,7,4,0,2,2,0,2,2,4,9,6,3,0,2,3,2,1,4,3,2,0,1,1,2,4,5,6,0,3,4,5,6,5,4,6,7,4,7,7,6,3,6,5,3,2,0,1,3,4,0,3,4,4,5,0,0,0,6,4,3,0,2,1,0,0,1,1,0,0,0,0,2,4,3,5,5,7,10,9,7,7,8,9,5,10,9,9,13,14,4,0,4,5,4,5,4,2,3,0,1,2,2,2,0,3,0,0,1,0
2022-03-14 06:00:00,1,0,3,4,5,6,3,14,24,26,21,18,14,3,4,3,3,0,0,1,5,8,7,5,4,5,2,0,6,8,7,4,0,3,2,1,1,0,0,0,2,2,2,2,0,0,2,3,4,0,0,1,3,2,1,0,0,0,0,1,2,3,4,7,8,9,10,11,7,12,12,14,12,18,6,0,5,5,5,4,3,3,1,3,4,5,7,8,3,7,6,5,4,4,0,5,4,4,4,5,3,2,2,0,0,0,3,2,3,0,0,2,6,5,6,0,6,0,2,1,0
2022-03-14 07:00:00,1,9,12,13,10,14,14,21,31,35,35,31,33,6,6,5,5,4,3,6,5,14,16,17,18,20,22,17,17,16,15,12,13,0,5,8,2,4,2,0,3,7,9,9,9,8,3,9,8,7,8,7,6,6,5,0,0,0,2,3,8,11,12,19,20,24,28,35,38,42,44,50,48,50,19,22,20,18,16,15,13,12,12,9,8,10,16,27,28,31,31,25,18,10,8,9,9,8,9,10,11,4,4,3,0,3,2,4,5,6,5,12,27,31,33,35,40,39,2,4,0
2022-03-14 08:00:00,0,2,3,0,3,4,4,6,30,34,35,25,33,10,9,8,9,5,2,7,10,19,18,15,16,17,14,11,22,27,22,9,7,5,6,7,4,3,3,0,3,8,13,14,13,8,16,14,11,8,8,10,8,8,6,3,1,1,6,7,11,8,13,18,20,25,27,28,29,29,46,47,47,43,19,20,22,13,10,9,8,6,4,7,17,19,30,36,38,44,45,28,27,19,24,28,31,29,30,35,33,12,6,7,0,3,9,9,13,7,11,11,10,11,7,10,9,5,1,0,0
