Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계역,8_중계주공3단지,9_중계주공4단지,10_중계1동주민센터,11_은행사거리,12_중계주공10단지.중계건영3차아파트,13_노원구민체육센터,14_목련아파트상가,15_중계목화아파트4단지,16_노원경찰서,17_하계1동주민센터,18_골마을근린공원,19_하계역,20_하계장미아파트,21_경춘선숲길방문자센터,22_청솔7단지앞,23_한천중학교,24_서울과학기술대앞,25_공릉동.동신아파트앞,26_원자력병원입구,27_안마을,28_두산힐스빌아파트,29_태릉사거리,30_묵동구길,31_묵1동주민센터입구.먹골역,32_먹골역,33_한국전력동부지사,34_지하철7호선중화역,35_국민은행중화동지점,36_중랑역.동부시장,37_중랑교,38_삼육서울병원,39_시조사삼거리,40_떡전교사거리.동대문노인복지관,41_청량리미주상가앞,42_청량리역환승센터,43_동대문중앙새마을금고,44_제기동주민센터.서울약령시앞,45_청량리수산시장,46_청량리역환승센터,47_서울성심병원,48_휘경동입구,49_삼육서울병원,50_중랑교,51_중랑역.동부시장,52_중화동한신아파트,53_지하철7호선중화역,54_한국전력동부지사,55_먹골역,56_묵1동주민센터입구.먹골역,57_묵동구길,58_태릉사거리,59_두산힐스빌아파트,60_안마을,61_원자력병원공릉동삼익2차아파트,62_동부아파트,63_서울과학기술대앞,64_경기기계공업고등학교,65_경춘선숲길방문자센터,66_하계미성아파트,67_하계미성아파트.을지병원,68_한성여객종점,69_대진고등학교,70_서울온천,71_노원경찰서.혜성여고,72_하계현대아파트,73_롯데마트,74_노원구민체육센터,75_롯데우성아파트,76_은행사거리,77_중계1동주민센터,78_중계주공4단지,79_중계주공2단지,80_상계역,81_상계역,82_불암대림아파트,83_상계시장,84_동아불암아파트,85_흥안운수종점,86_흥안운수상계4동종점
2022-03-25 21:00:00,2,5,2,7,7,5,20,18,17,16,28,29,28,30,28,20,25,22,20,20,18,0,7,15,14,11,10,8,10,8,8,6,5,5,6,2,4,5,4,3,2,1,2,2,3,8,9,10,10,15,10,13,14,16,14,21,22,21,22,17,15,17,20,19,16,12,24,26,22,20,16,16,15,13,10,11,17,15,15,13,15,13,11,6,1,0
2022-03-25 22:00:00,1,4,3,3,4,3,18,26,16,26,34,41,32,40,38,31,30,25,23,25,23,24,18,23,18,14,17,17,19,17,16,17,18,15,11,9,8,7,1,6,5,2,3,3,6,11,13,6,15,17,15,11,11,11,8,15,15,18,16,14,10,12,13,13,12,11,21,20,20,21,20,8,5,16,15,36,53,52,39,21,29,25,18,10,5,0
2022-03-25 23:00:00,0,5,0,3,1,6,13,12,11,8,10,0,9,5,8,8,7,7,7,11,10,0,3,8,7,7,6,7,10,10,10,9,9,10,9,6,5,2,2,1,1,2,1,0,0,3,3,3,5,6,9,14,15,12,13,15,14,12,13,14,13,20,14,18,15,13,34,32,28,20,18,18,15,13,12,11,11,8,8,6,16,12,5,10,6,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,1,1,2,1,3,4,6,7,5,5,0,6,8,0,9,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,1,2,2,2,3,5,8,6,6,7,7,1,7,6,9,8,7,6,7,7,4,0,5,5,6,6,6,4,4,4,5,6,5,7,5,6,4,3,3,1,0,0,1,0,8,2,0,3,9,8,10,11,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,3,5,1,7,6,6,6,5,9,8,8,9,6,8,9,9,5,7,6,6,8,4,7,0,2,11,12,10,4,8,8,5,5,7,6,6,5,3,4,3,3,2,1,1,2,3,4,1,3,1,5,2,4,4,4,3,4,12,10,9,9,3,9,10,13,12,8,7,1,11,12,10,6,5,4,6,6,5,6,2,8,2,0,1,0,0
2022-03-26 07:00:00,2,3,3,4,6,8,7,9,8,6,9,9,9,10,13,17,18,16,10,11,6,9,8,4,5,7,7,8,2,9,9,7,6,5,6,5,4,3,3,5,2,4,1,0,1,1,0,1,3,2,2,3,3,4,5,4,3,5,6,4,7,9,3,8,9,9,8,6,8,6,7,9,10,6,6,10,11,13,12,8,2,2,7,4,1,0
2022-03-26 08:00:00,7,11,14,18,19,23,22,24,23,20,18,19,19,18,18,20,21,19,12,13,15,16,8,17,16,21,13,14,15,19,15,14,15,19,21,15,11,11,11,9,7,5,2,2,0,3,4,3,5,4,7,10,12,14,12,13,12,9,7,12,9,9,10,7,11,10,19,19,20,20,19,13,19,11,17,10,10,8,11,8,2,7,6,1,0,0
2022-03-26 09:00:00,7,8,11,13,15,20,21,23,21,16,18,15,16,17,15,16,16,15,12,12,14,0,9,12,12,20,21,20,18,24,18,20,17,18,17,15,11,11,9,9,8,3,2,1,2,3,2,2,5,5,10,10,13,12,6,14,14,14,13,16,14,15,16,14,14,13,18,18,19,21,22,18,20,13,17,9,14,7,13,5,4,4,3,2,1,0
2022-03-26 10:00:00,5,7,8,12,12,20,19,20,20,20,16,17,15,14,15,17,17,16,13,14,13,13,14,13,11,12,15,17,17,20,14,14,16,16,16,11,9,9,11,10,9,3,2,3,4,5,6,4,5,4,7,7,10,10,9,9,12,16,13,15,13,13,14,11,11,10,21,22,21,21,20,21,15,21,19,12,12,12,11,6,4,6,5,3,1,0
2022-03-26 11:00:00,2,5,6,11,13,21,25,27,26,22,19,20,19,19,14,23,23,23,15,16,15,18,50,52,15,17,19,19,22,22,21,20,22,20,18,15,12,11,0,10,8,3,2,5,5,8,9,7,10,13,18,13,13,13,15,17,17,17,19,19,17,16,17,18,20,16,20,21,19,22,24,24,25,24,25,15,20,21,22,7,6,0,5,3,2,0
2022-03-26 12:00:00,7,11,11,15,14,23,25,28,29,18,27,26,26,27,26,27,29,29,25,26,20,25,28,36,51,50,47,45,37,34,32,30,28,25,22,20,18,16,14,11,7,5,4,5,10,10,11,12,11,13,13,19,21,22,23,24,26,28,26,21,21,22,19,18,19,18,27,8,27,29,28,13,30,12,25,16,16,12,17,9,11,10,6,4,2,0
2022-03-26 13:00:00,5,8,9,13,15,18,23,21,22,21,31,33,29,32,31,31,32,28,20,23,22,21,21,19,21,18,20,18,18,18,21,19,18,17,11,16,12,12,11,8,6,6,5,3,8,11,14,10,13,13,15,16,20,22,20,22,25,28,24,21,23,26,26,25,25,23,32,31,30,33,36,26,36,35,32,21,24,25,21,20,19,16,11,5,3,0
2022-03-26 14:00:00,3,7,8,11,11,13,20,24,25,19,27,27,18,27,26,25,25,25,26,29,29,15,30,26,23,23,25,24,23,19,19,25,24,26,25,21,17,14,13,10,8,3,4,3,7,13,14,6,15,14,17,14,14,15,17,17,18,22,15,18,21,21,18,18,20,18,26,22,21,22,22,23,23,20,19,15,24,25,24,13,13,10,9,4,1,0
2022-03-26 15:00:00,2,7,8,10,13,13,21,23,20,20,28,30,29,29,27,27,30,25,18,18,19,21,12,20,19,21,19,19,16,14,12,14,13,13,11,10,8,9,7,5,4,3,4,5,10,18,13,20,21,19,22,22,25,24,20,23,16,18,17,16,15,15,14,13,20,21,32,34,33,31,31,29,30,29,27,24,27,29,30,14,14,12,10,8,4,0
2022-03-26 16:00:00,5,10,11,14,9,14,19,18,19,25,31,31,32,32,34,35,32,30,19,22,17,18,27,24,21,19,16,19,23,15,19,13,20,16,15,12,11,7,9,7,6,2,4,4,13,16,15,17,19,21,28,26,20,24,23,22,18,18,20,21,18,22,23,30,25,25,23,23,21,21,22,21,23,21,20,21,23,21,18,12,11,9,6,7,2,0
2022-03-26 17:00:00,4,6,9,13,13,18,37,38,39,21,30,33,36,39,23,40,38,23,14,16,17,14,18,17,15,19,16,13,12,10,12,13,14,15,14,11,9,8,7,7,4,1,3,5,12,18,22,24,26,25,25,22,23,23,23,24,22,19,18,17,17,15,18,17,23,22,32,15,30,30,28,27,32,28,24,19,28,26,24,13,13,12,12,9,8,0
2022-03-26 18:00:00,5,12,6,20,17,16,24,23,21,18,26,27,19,29,28,29,30,32,26,27,28,27,24,27,24,18,19,21,21,19,16,15,15,12,12,9,6,7,5,4,3,2,2,7,11,16,12,8,18,10,18,20,24,14,18,20,20,15,13,14,14,15,18,9,9,7,19,18,24,29,29,25,26,27,12,21,23,20,21,18,21,19,15,8,4,0
2022-03-26 19:00:00,1,4,3,6,7,10,13,14,12,13,25,25,20,22,21,23,22,21,18,17,17,18,16,17,19,15,17,16,13,16,15,12,9,11,12,7,7,7,4,1,3,4,1,2,4,13,15,15,17,17,26,18,16,16,14,16,18,18,17,15,11,14,16,15,13,14,22,22,21,16,19,18,21,19,18,17,19,13,17,11,11,10,8,9,4,0
2022-03-26 20:00:00,0,2,1,6,0,6,12,9,15,15,15,16,15,17,15,17,18,17,13,15,17,16,9,7,11,13,12,10,10,10,13,12,9,9,11,8,9,5,4,6,2,2,3,2,3,9,8,9,6,10,10,9,10,10,11,16,14,16,15,13,11,14,7,9,14,11,14,13,11,14,9,15,16,7,16,12,15,13,11,10,13,11,7,8,6,1
2022-03-26 21:00:00,2,4,1,6,3,4,11,10,11,12,13,13,13,16,13,17,18,17,17,7,6,0,4,15,12,8,9,8,8,9,10,9,6,9,8,4,3,2,3,2,0,1,2,2,3,9,11,5,11,12,15,18,17,12,9,13,12,13,12,10,9,8,9,8,8,5,16,14,14,15,15,14,12,18,16,14,24,25,25,10,10,8,7,3,1,0
2022-03-26 22:00:00,3,3,0,5,4,5,12,9,11,15,26,25,25,24,18,25,26,26,22,22,21,0,19,19,20,18,16,15,17,15,14,15,10,10,7,6,1,4,1,3,2,1,1,0,1,7,8,7,11,12,15,13,10,9,8,12,10,14,13,17,11,11,12,3,8,9,23,17,22,19,17,16,12,15,14,27,30,18,27,16,11,12,10,5,2,0
2022-03-26 23:00:00,1,3,0,1,2,7,12,5,10,9,11,12,12,11,11,7,11,8,10,9,9,10,8,13,7,14,17,6,14,19,22,22,17,16,17,10,8,6,2,3,1,2,0,2,0,3,2,5,6,6,11,12,5,11,10,12,8,13,11,12,16,16,19,18,17,14,21,20,17,16,15,15,16,14,13,11,9,7,11,8,9,5,8,3,2,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,2,0,2,0,4,6,4,2,5,4,0,0,0,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,2,0,5,5,4,5,5,6,3,5,6,4,5,7,7,6,5,5,5,6,0,5,1,2,3,5,5,4,4,5,2,3,2,5,3,3,1,2,1,2,0,0,2,3,3,0,0,1,2,4,1,0,0,0,2,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,3,1,2,2,0,4,1,5,0,3,8,6,9,10,5,9,10,8,6,7,0,2,5,3,3,3,4,5,3,1,5,7,3,7,4,8,9,8,2,7,6,1,0,1,0,1,1,0,0,0,2,2,2,3,4,2,3,2,2,1,4,4,4,3,3,4,6,0,5,6,7,4,6,3,3,3,6,0,5,4,0,4,0,0,3,0
2022-03-27 07:00:00,1,1,2,3,4,6,8,8,7,7,6,6,7,4,9,10,8,9,10,10,11,0,10,0,8,10,5,9,9,9,4,10,3,8,4,6,5,0,8,4,6,4,0,0,1,2,4,3,3,1,2,1,0,3,0,3,2,2,3,2,4,5,0,2,6,3,5,0,3,3,4,0,0,5,4,5,7,6,6,3,1,0,2,1,0,0
2022-03-27 08:00:00,2,5,6,9,9,13,17,19,21,19,14,12,0,13,13,15,13,15,9,8,9,0,0,9,8,9,7,9,8,8,7,9,9,10,7,9,7,4,2,5,2,1,0,0,1,2,2,1,4,0,5,4,3,6,5,6,5,6,7,10,6,11,10,2,12,13,17,16,18,17,19,11,19,16,15,10,11,10,7,5,2,0,3,2,0,0
2022-03-27 09:00:00,3,5,4,8,10,11,12,15,16,17,16,15,17,18,19,21,23,21,14,15,12,8,16,17,17,15,19,19,20,21,20,20,23,24,21,18,9,10,9,8,3,2,1,1,2,3,5,5,5,5,7,1,4,5,4,7,10,0,9,11,8,9,7,9,11,13,18,19,18,16,18,18,20,19,17,16,16,5,14,6,7,5,2,4,1,0
2022-03-27 10:00:00,3,5,7,10,7,18,18,20,20,17,22,19,20,22,20,21,21,19,18,16,15,14,6,9,13,12,12,12,11,16,21,20,19,18,20,16,17,18,17,13,9,2,2,1,3,3,4,2,5,4,6,6,7,6,9,9,13,9,12,9,10,9,7,0,4,8,14,12,11,15,12,11,16,14,12,8,9,9,10,11,12,9,8,7,1,0
2022-03-27 11:00:00,5,7,6,9,11,10,16,18,19,14,18,21,22,23,24,25,25,25,14,13,13,12,13,12,12,14,15,13,14,15,9,15,14,14,14,13,4,14,8,3,7,2,2,3,9,4,10,8,11,12,13,14,13,15,11,11,12,11,12,14,15,18,17,10,16,12,14,8,15,16,17,14,18,16,15,11,13,14,12,4,5,4,1,3,0,0
2022-03-27 12:00:00,6,10,11,16,18,20,24,23,22,20,20,22,14,25,22,26,24,22,18,17,17,16,12,16,14,20,21,21,20,15,16,16,16,15,14,15,14,12,13,12,9,2,1,3,6,9,11,13,17,17,16,15,19,22,22,20,24,22,19,17,17,16,17,16,17,19,34,32,30,28,27,22,26,22,29,19,20,18,20,8,8,8,6,5,2,0
2022-03-27 13:00:00,4,7,8,13,14,21,24,28,26,22,27,28,26,29,28,29,29,29,29,31,33,17,34,30,29,27,18,17,16,19,22,24,24,24,23,17,16,14,11,10,7,2,0,2,9,12,14,13,10,13,15,14,16,12,17,19,21,20,19,20,22,22,24,15,23,24,42,42,41,37,37,36,37,34,29,17,18,23,23,15,16,13,7,8,1,0
2022-03-27 14:00:00,4,5,7,9,10,12,13,16,13,14,21,24,16,23,22,25,29,29,26,28,28,0,13,25,20,17,18,19,17,16,17,16,18,16,17,13,14,13,14,12,11,2,0,2,7,14,17,18,21,14,18,19,15,18,19,21,22,22,24,21,18,17,20,14,23,18,30,31,28,39,36,37,18,37,35,18,18,17,16,13,13,7,6,3,2,0
2022-03-27 15:00:00,3,6,7,9,10,10,18,18,17,17,24,26,25,23,13,20,21,20,14,16,14,14,15,12,12,11,12,11,11,10,8,8,10,12,13,11,10,14,11,10,7,1,0,3,10,20,21,15,22,19,26,24,25,22,20,21,21,27,24,28,26,26,24,11,24,23,33,32,21,33,30,28,29,27,25,19,20,18,18,14,16,14,10,8,3,0
2022-03-27 16:00:00,4,7,5,8,10,11,18,21,11,23,31,31,28,32,31,30,32,29,23,23,21,22,22,22,17,16,17,18,17,14,16,21,19,18,19,13,11,11,0,9,7,2,1,3,12,14,17,17,18,9,20,25,27,24,22,22,22,20,18,17,16,16,17,0,16,18,25,24,19,26,25,24,23,16,19,19,31,32,30,17,14,10,12,8,2,0
2022-03-27 17:00:00,5,10,11,12,12,16,23,23,22,23,31,32,31,28,27,29,33,28,22,16,23,20,0,19,17,17,20,17,18,15,12,12,11,12,13,10,9,8,5,4,3,1,2,4,6,12,13,15,23,16,28,24,17,26,23,24,22,25,21,23,23,20,22,24,23,22,29,25,29,30,26,30,25,24,27,17,21,20,16,10,17,14,11,8,5,0
2022-03-27 18:00:00,1,7,8,14,13,13,16,21,17,16,26,27,26,19,9,23,21,20,20,21,21,14,24,23,19,20,20,18,21,15,13,17,15,13,15,9,7,4,6,5,3,2,0,3,6,10,9,7,8,12,18,18,17,16,14,17,17,17,15,17,17,22,24,0,26,19,29,17,20,27,24,23,21,17,17,15,16,18,17,14,10,9,13,7,5,0
2022-03-27 19:00:00,2,4,4,5,5,6,18,17,14,16,22,23,12,23,0,24,26,24,16,14,16,0,12,15,17,13,11,11,8,11,9,9,10,9,11,5,6,6,2,4,3,4,2,3,5,9,10,12,11,12,12,13,12,12,12,13,15,13,8,12,13,12,17,0,13,9,12,12,9,12,14,13,13,10,9,11,14,11,13,8,11,10,8,6,4,0
2022-03-27 20:00:00,3,1,0,4,2,4,10,9,9,10,13,14,9,18,12,18,14,12,7,9,10,4,4,8,9,8,8,7,9,10,11,6,7,8,5,4,1,2,0,2,1,4,4,0,1,5,6,5,12,13,15,15,14,13,12,17,16,15,14,13,11,15,11,6,12,6,19,18,16,16,14,14,8,11,10,9,10,11,11,6,8,0,5,3,0,0
2022-03-27 21:00:00,0,2,2,3,4,7,10,9,6,12,17,18,17,16,10,16,14,15,12,15,13,12,7,14,13,13,14,8,9,10,12,11,8,9,3,6,3,5,4,1,0,2,1,1,1,13,7,5,11,13,15,12,11,9,10,11,12,12,9,7,8,8,12,5,8,9,18,17,16,15,14,8,11,13,11,13,13,11,10,8,10,7,6,4,2,0
2022-03-27 22:00:00,2,3,2,6,3,5,8,9,9,16,25,27,0,20,0,24,23,15,19,18,10,5,19,19,19,17,14,14,14,14,16,18,18,13,14,10,6,4,3,2,3,2,1,1,3,11,14,13,16,17,19,16,15,12,10,12,11,11,8,8,6,9,9,8,9,9,16,14,14,12,13,9,7,11,11,22,30,28,27,16,17,12,8,3,2,0
2022-03-27 23:00:00,1,5,6,7,8,4,11,13,5,11,12,0,11,8,7,7,6,7,9,9,10,0,0,10,9,8,8,4,9,9,10,9,8,7,8,8,6,4,2,3,2,2,1,2,0,6,1,7,8,9,10,9,10,9,9,17,15,16,15,15,13,18,18,17,14,7,19,18,18,17,15,14,5,12,11,8,9,8,6,5,8,6,5,4,3,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,3,5,6,8,4,13,6,15,17,18,3,0,16,18,0,19,2,19,18,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,2,2,3,5,4,5,6,7,3,3,10,11,10,8,7,7,6,8,5,7,5,0,6,0,6,8,15,12,12,11,10,9,8,7,9,8,7,6,5,3,4,5,2,0,0,2,3,3,2,3,5,6,7,0,4,0,10,0,6,7,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,2,9,10,11,13,9,9,13,14,13,14,15,8,16,14,17,14,14,9,9,8,4,8,0,7,12,20,16,16,16,13,12,13,10,11,10,10,10,9,9,8,4,1,2,1,2,3,3,2,4,4,6,8,8,9,7,8,11,8,8,10,10,9,8,11,10,9,9,8,9,9,10,7,6,9,12,19,19,16,11,8,4,1,3,2,0
2022-03-28 07:00:00,9,18,20,26,26,28,44,45,38,30,36,41,43,45,46,44,42,39,33,23,24,24,9,7,9,18,23,28,16,21,20,24,23,26,15,16,14,14,13,12,10,6,4,3,3,5,5,6,7,8,14,15,17,18,20,20,22,33,35,47,61,63,59,51,54,41,57,56,55,44,35,36,29,27,33,30,44,47,32,8,6,5,3,2,1,0
2022-03-28 08:00:00,18,20,9,27,21,26,38,42,39,37,33,35,38,37,36,32,34,37,21,40,40,35,23,18,21,27,33,28,29,28,25,29,30,27,30,29,27,26,26,23,15,9,7,3,3,3,4,6,7,7,11,13,14,17,17,20,18,31,31,34,32,36,33,19,22,20,24,23,21,20,21,23,22,21,20,19,29,32,28,9,10,9,7,3,2,0
2022-03-28 09:00:00,7,10,12,16,16,19,23,24,20,16,20,22,21,22,21,23,25,26,19,27,27,13,26,15,15,17,17,18,18,18,21,31,33,35,36,27,24,22,21,15,11,3,1,2,2,5,7,8,9,7,11,13,12,12,15,17,18,18,20,21,19,14,8,5,12,9,14,14,16,14,13,16,15,14,14,16,18,16,14,8,10,11,5,7,3,0
2022-03-28 10:00:00,3,6,6,8,10,10,13,18,18,15,15,18,16,18,17,17,20,18,11,13,15,12,26,24,20,21,21,22,22,19,20,20,18,16,15,17,18,15,14,9,11,4,3,3,4,8,9,3,10,5,10,11,10,10,10,9,9,11,13,13,12,14,12,10,12,11,16,15,17,17,17,16,19,17,18,16,16,17,15,8,6,5,3,4,2,0
2022-03-28 11:00:00,4,7,10,11,13,13,16,15,15,11,13,13,14,16,13,15,18,17,9,12,12,11,10,11,11,11,13,13,11,13,14,13,12,12,11,10,10,9,10,2,6,3,1,2,6,8,7,5,12,15,18,16,18,19,19,22,19,17,18,15,14,16,16,13,13,14,20,16,19,19,22,15,25,27,22,17,16,14,13,10,9,10,8,6,1,0
2022-03-28 12:00:00,6,7,7,13,14,11,17,15,14,16,17,19,18,21,21,24,25,23,19,22,22,14,21,18,16,18,18,17,17,17,17,15,13,16,17,13,14,11,15,13,9,4,4,5,7,8,7,8,7,9,11,12,15,12,18,21,21,23,22,22,23,18,15,16,18,16,22,21,22,19,21,21,21,23,21,17,18,19,17,10,11,8,7,4,2,0
2022-03-28 13:00:00,6,8,5,14,13,13,22,21,19,18,19,21,20,22,16,20,21,20,16,17,18,16,11,16,15,17,17,17,16,18,15,20,18,16,17,12,11,9,8,6,7,2,1,4,7,13,11,15,14,13,17,17,17,18,16,20,21,21,16,16,16,15,16,15,17,16,24,22,21,23,24,24,25,24,21,17,17,17,16,12,14,8,11,6,3,0
2022-03-28 14:00:00,5,6,5,11,12,16,15,20,17,16,17,19,15,20,18,19,19,19,16,19,18,11,19,19,21,23,17,25,24,22,21,21,21,21,23,18,16,14,13,10,7,3,3,5,10,11,12,15,16,10,15,16,20,20,19,17,17,17,19,15,15,15,18,13,17,16,24,25,26,26,28,27,26,23,21,21,26,24,20,14,11,13,12,8,7,0
2022-03-28 15:00:00,6,7,9,12,13,12,28,35,34,29,31,34,33,32,33,52,52,48,36,32,28,29,34,35,32,30,31,28,21,18,14,13,14,14,11,6,7,6,6,6,4,3,2,6,11,16,14,18,22,22,16,16,15,14,16,17,18,19,17,17,16,20,19,35,31,28,37,36,34,33,45,47,46,20,45,18,20,19,19,12,19,16,15,9,5,0
2022-03-28 16:00:00,4,6,6,10,13,15,29,26,27,22,28,29,28,33,34,35,38,40,33,29,28,32,42,42,45,41,37,29,31,29,27,25,22,19,14,11,9,10,0,4,5,2,2,4,9,15,18,19,24,27,34,33,29,28,25,31,29,28,26,24,27,28,29,44,43,32,39,39,37,37,48,45,43,42,40,39,46,44,41,28,28,27,23,16,7,0
2022-03-28 17:00:00,2,9,10,15,18,27,36,37,36,21,25,25,25,25,26,27,29,25,20,22,22,24,36,43,29,26,24,23,23,19,20,17,18,15,16,12,9,6,8,9,5,2,3,9,12,16,17,21,19,19,26,26,25,22,23,23,22,26,25,25,24,27,30,30,29,24,34,34,39,39,40,41,40,40,33,27,31,30,28,18,20,19,16,14,10,0
2022-03-28 18:00:00,6,11,14,14,11,14,37,34,30,20,26,28,28,27,30,31,20,29,22,22,22,23,25,33,45,46,44,39,34,29,24,25,23,25,21,14,12,10,8,6,4,2,3,10,21,31,32,33,31,36,42,37,35,30,28,32,33,35,34,34,31,32,33,35,36,39,59,45,58,53,52,51,50,46,38,25,27,24,22,20,22,23,19,10,6,0
