Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계역,8_중계주공3단지,9_중계주공4단지,10_중계1동주민센터,11_은행사거리,12_중계주공10단지.중계건영3차아파트,13_노원구민체육센터,14_목련아파트상가,15_중계목화아파트4단지,16_노원경찰서,17_하계1동주민센터,18_골마을근린공원,19_하계역,20_하계장미아파트,21_경춘선숲길방문자센터,22_청솔7단지앞,23_한천중학교,24_서울과학기술대앞,25_공릉동.동신아파트앞,26_원자력병원입구,27_안마을,28_두산힐스빌아파트,29_태릉사거리,30_묵동구길,31_묵1동주민센터입구.먹골역,32_먹골역,33_한국전력동부지사,34_지하철7호선중화역,35_국민은행중화동지점,36_중랑역.동부시장,37_중랑교,38_삼육서울병원,39_시조사삼거리,40_떡전교사거리.동대문노인복지관,41_청량리미주상가앞,42_청량리역환승센터,43_동대문중앙새마을금고,44_제기동주민센터.서울약령시앞,45_청량리수산시장,46_청량리역환승센터,47_서울성심병원,48_휘경동입구,49_삼육서울병원,50_중랑교,51_중랑역.동부시장,52_중화동한신아파트,53_지하철7호선중화역,54_한국전력동부지사,55_먹골역,56_묵1동주민센터입구.먹골역,57_묵동구길,58_태릉사거리,59_두산힐스빌아파트,60_안마을,61_원자력병원공릉동삼익2차아파트,62_동부아파트,63_서울과학기술대앞,64_경기기계공업고등학교,65_경춘선숲길방문자센터,66_하계미성아파트,67_하계미성아파트.을지병원,68_한성여객종점,69_대진고등학교,70_서울온천,71_노원경찰서.혜성여고,72_하계현대아파트,73_롯데마트,74_노원구민체육센터,75_롯데우성아파트,76_은행사거리,77_중계1동주민센터,78_중계주공4단지,79_중계주공2단지,80_상계역,81_상계역,82_불암대림아파트,83_상계시장,84_동아불암아파트,85_흥안운수종점,86_흥안운수상계4동종점
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,1,3,1,2,0,5,3,7,5,6,5,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,3,4,0,3,2,3,4,4,2,0,6,0,1,7,8,9,0,8,7,2,6,0,0,5,6,7,8,2,7,8,10,5,12,0,11,4,3,1,2,0,0,1,0,0,3,4,0,1,0,5,6,0,0,0,5,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,2,3,4,0,5,4,5,3,3,4,6,0,6,4,7,5,6,5,5,0,0,3,4,4,3,4,4,3,2,3,4,3,4,5,3,0,3,2,0,1,1,0,0,1,0,0,1,2,3,0,2,1,1,1,1,2,2,3,4,1,3,0,0,5,4,2,3,5,0,6,2,3,0,2,4,5,4,3,2,3,2,2,0,1,0
2022-03-13 07:00:00,1,1,2,5,3,4,3,5,4,4,3,4,3,6,0,8,0,8,7,1,2,6,1,0,0,4,5,4,1,6,3,1,5,2,4,3,3,2,0,1,0,0,0,0,0,1,0,2,1,1,2,3,0,3,4,1,6,2,3,0,0,2,1,4,5,4,5,0,3,0,5,4,0,3,4,3,0,4,4,2,3,1,1,1,0,0
2022-03-13 08:00:00,2,6,7,9,9,11,14,16,15,13,15,14,12,13,14,19,16,15,11,12,8,0,11,10,6,10,11,11,10,13,11,10,10,6,11,10,9,3,0,2,2,0,2,0,1,3,4,3,4,4,3,4,5,2,4,6,7,6,7,7,9,10,9,0,8,9,14,10,14,13,9,11,12,11,11,7,7,2,7,4,5,0,0,3,0,0
2022-03-13 09:00:00,4,7,4,14,14,19,18,16,16,11,10,9,11,12,13,11,13,14,11,11,12,5,0,11,13,14,17,20,19,10,12,13,10,12,12,12,11,11,10,7,4,3,1,0,2,1,0,2,5,4,8,8,8,7,8,6,6,7,6,7,9,11,12,13,14,12,15,14,12,14,15,10,17,11,16,9,11,5,10,5,4,3,2,2,0,0
2022-03-13 10:00:00,4,9,7,14,15,14,14,15,14,13,15,18,9,17,19,17,13,13,11,15,17,18,17,10,15,16,14,12,10,11,10,10,12,14,16,14,9,11,10,9,8,3,2,1,2,4,3,3,4,4,7,9,10,9,10,11,10,9,9,10,10,11,0,9,9,9,14,13,11,14,14,12,15,14,13,15,15,18,15,7,4,8,7,2,0,0
2022-03-13 11:00:00,2,4,0,10,10,8,10,17,14,12,13,15,5,14,15,18,17,19,14,19,21,13,19,15,14,15,18,16,16,16,17,13,14,15,15,15,10,7,9,5,4,2,1,1,4,5,4,7,8,7,8,9,11,5,9,8,11,14,9,11,11,8,9,7,10,9,12,10,11,11,12,10,11,0,12,9,12,11,9,10,4,3,8,5,1,0
2022-03-13 12:00:00,5,9,12,14,15,14,18,22,20,18,18,22,7,23,22,23,18,21,13,16,16,17,10,18,16,15,13,14,14,15,14,18,22,15,14,10,11,10,9,8,4,4,2,1,6,9,11,7,13,0,16,13,14,9,9,11,13,12,12,13,14,16,15,14,14,16,22,23,22,24,27,28,29,27,26,23,27,23,21,17,14,12,9,8,2,0
2022-03-13 13:00:00,1,3,4,8,7,14,32,30,29,17,23,27,26,25,26,23,20,24,15,18,15,0,15,18,19,19,19,17,18,16,14,15,15,18,17,10,9,9,8,7,3,1,1,1,5,10,8,11,11,12,13,10,11,12,12,12,7,14,16,13,13,15,16,15,19,20,25,24,23,22,23,21,22,20,21,13,16,14,14,12,12,5,9,4,2,0
2022-03-13 14:00:00,5,12,4,12,13,14,26,29,28,18,21,20,18,16,18,20,21,22,13,14,11,0,13,12,11,14,19,18,15,14,14,12,5,10,19,12,13,10,11,5,5,6,1,2,3,8,0,9,11,8,13,14,15,16,6,18,9,15,14,14,15,13,17,0,18,15,18,15,15,20,17,17,17,16,16,12,14,9,9,8,6,5,5,3,1,0
2022-03-13 15:00:00,4,5,5,10,8,14,22,22,17,15,19,20,13,21,21,23,15,22,25,24,28,16,19,27,24,17,15,14,10,11,12,6,12,10,11,8,8,7,0,4,5,2,1,2,5,15,10,10,13,16,18,20,17,13,12,13,14,12,13,16,16,21,20,22,18,17,28,26,25,26,25,27,24,23,22,20,24,17,23,17,15,12,10,7,3,0
2022-03-13 16:00:00,2,5,5,12,12,10,18,16,23,21,20,20,17,20,17,19,18,26,20,19,18,17,0,17,23,20,21,20,17,14,16,14,13,11,9,6,6,7,4,6,1,2,3,3,4,11,11,12,16,15,19,14,19,18,19,18,15,16,16,14,15,16,17,16,16,15,24,21,20,22,21,22,20,21,15,17,20,19,16,11,9,5,8,4,2,0
2022-03-13 17:00:00,3,5,5,10,14,13,18,18,17,20,23,24,25,25,26,28,22,19,13,12,8,9,0,11,10,12,12,11,9,10,12,13,11,11,9,8,7,6,4,4,3,1,1,2,10,15,11,11,16,18,22,22,22,15,21,14,26,28,23,21,16,17,12,18,18,15,28,28,27,25,25,27,14,26,19,12,14,13,13,16,16,14,11,9,3,0
2022-03-13 18:00:00,2,5,3,7,8,9,15,16,15,12,28,15,14,27,9,28,29,24,15,15,15,0,14,16,13,14,15,17,16,14,12,13,14,12,11,8,5,3,4,1,0,1,1,2,7,11,8,0,12,13,17,17,17,14,13,20,17,20,19,17,12,11,13,11,14,15,24,25,23,21,21,18,9,22,21,13,13,9,14,7,9,8,6,4,1,0
2022-03-13 19:00:00,2,8,3,11,10,11,12,13,10,16,15,14,12,12,11,13,12,12,12,12,10,0,3,11,12,11,8,8,8,8,3,8,6,6,7,4,3,6,4,1,0,1,1,1,2,11,12,11,12,13,16,11,10,6,8,11,11,10,10,9,10,8,7,8,8,7,14,7,10,12,11,0,9,7,6,10,11,10,9,6,11,10,8,3,1,0
2022-03-13 20:00:00,1,3,2,5,4,5,11,9,8,11,13,7,8,12,4,12,11,10,7,8,7,0,0,5,4,6,8,9,8,6,9,9,9,9,7,3,3,2,5,2,1,2,0,1,0,7,6,11,13,7,13,12,14,7,7,13,9,9,11,10,9,8,7,5,6,7,9,11,6,10,7,6,9,8,9,10,11,12,10,7,11,10,5,9,8,0
2022-03-13 21:00:00,0,1,0,2,0,4,14,13,13,15,17,10,11,16,9,15,10,16,13,14,9,0,12,12,11,9,9,4,10,9,9,8,6,7,5,5,4,3,0,1,0,2,1,1,1,4,4,5,8,5,9,10,10,8,9,9,10,11,10,9,10,9,9,0,10,8,17,17,15,14,13,12,11,12,11,10,9,0,8,8,11,6,9,3,2,0
2022-03-13 22:00:00,1,4,0,3,4,2,5,6,0,9,27,16,14,26,25,26,25,14,18,21,20,9,8,18,16,12,11,9,8,7,9,8,8,7,6,5,2,3,2,2,0,1,0,1,1,5,8,0,6,10,13,10,9,10,9,11,10,10,9,10,7,9,7,0,8,9,17,16,15,13,13,9,3,7,8,15,21,20,3,11,11,8,6,3,2,0
2022-03-13 23:00:00,2,3,2,2,0,0,5,6,5,6,9,7,10,0,7,5,6,8,8,9,8,0,10,7,12,11,10,10,10,9,10,6,7,8,8,4,1,3,2,2,0,1,0,2,1,2,3,4,3,6,10,9,9,6,7,11,11,11,10,5,10,9,12,12,5,11,13,12,11,11,3,9,8,7,5,6,6,5,5,6,9,5,6,4,2,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,5,4,5,6,1,12,13,14,15,16,4,0,15,16,15,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,1,2,3,4,4,4,4,9,9,3,7,7,5,10,9,9,8,7,5,13,7,7,8,12,10,10,10,7,9,9,8,6,7,6,8,5,4,3,0,4,3,3,2,2,2,3,0,2,4,5,6,7,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,2,5,4,8,9,10,10,12,14,14,15,18,17,19,20,21,22,21,11,6,11,9,6,5,7,9,11,9,8,10,10,6,11,9,12,11,8,6,7,5,6,4,2,0,2,2,1,4,2,4,5,9,5,7,4,8,4,10,10,13,11,12,11,10,12,6,13,13,12,8,14,13,12,0,14,16,17,18,18,4,6,2,0,3,1,0
2022-03-14 07:00:00,10,24,25,30,27,35,39,43,40,39,38,43,44,47,50,55,52,39,31,45,46,38,17,12,14,23,32,31,26,29,26,28,28,26,28,23,20,18,16,11,8,4,2,2,1,3,4,6,5,7,12,15,14,19,15,18,26,28,24,29,33,40,40,37,42,41,47,44,37,40,42,45,36,37,43,39,54,55,36,6,5,3,4,2,0,0
2022-03-14 08:00:00,16,22,23,21,19,24,33,35,32,27,28,30,34,36,37,35,34,39,25,29,29,24,19,17,16,20,26,27,23,26,23,26,27,26,32,30,26,26,24,19,10,7,4,2,4,5,8,3,9,10,17,18,21,23,23,26,29,34,33,31,31,34,32,25,25,24,27,28,23,22,22,23,23,20,19,23,28,26,20,10,11,10,9,5,3,0
2022-03-14 09:00:00,9,14,13,20,20,17,24,30,28,22,25,24,24,23,20,20,19,20,14,15,17,16,15,13,14,14,16,16,15,17,13,17,18,18,21,21,19,16,14,18,12,4,3,2,2,2,3,4,5,7,9,8,16,10,10,11,11,12,13,15,19,18,16,8,14,11,15,14,13,14,15,14,11,6,15,12,15,10,17,6,10,6,4,7,3,0
2022-03-14 10:00:00,5,5,5,16,17,14,16,20,22,16,18,19,20,21,22,24,24,24,21,20,17,21,18,15,14,17,19,19,18,16,16,17,15,14,16,11,10,10,8,7,4,5,1,4,4,5,4,4,6,8,10,9,10,9,11,10,13,13,14,12,10,13,11,12,10,9,14,13,13,16,19,20,22,13,19,20,22,23,19,13,14,12,9,4,2,0
2022-03-14 11:00:00,5,8,4,11,12,12,15,15,15,16,17,19,14,14,18,20,15,18,17,20,21,18,13,17,13,15,14,9,12,12,13,12,10,12,11,8,9,7,6,5,5,3,2,3,5,10,11,10,13,6,11,10,11,8,12,14,15,16,18,18,18,17,16,16,13,11,17,10,15,15,17,17,13,5,18,18,22,21,18,11,15,13,10,5,4,0
2022-03-14 12:00:00,4,9,10,13,15,16,22,19,21,22,26,28,27,23,22,23,16,21,20,20,21,19,18,16,13,21,23,21,21,19,17,15,16,15,16,15,11,11,5,9,6,3,1,4,9,12,12,11,13,14,20,18,18,20,21,20,19,25,13,26,26,23,19,13,20,23,33,32,28,23,23,24,22,21,22,19,29,21,24,19,23,8,17,14,6,0
2022-03-14 13:00:00,4,6,8,8,8,11,24,27,23,13,17,15,14,15,10,16,16,17,13,15,16,15,17,15,13,16,17,16,15,21,20,12,18,18,13,8,7,8,5,7,6,3,2,2,7,11,14,9,12,13,16,15,16,16,15,17,18,25,23,18,18,20,22,22,23,21,28,26,25,19,17,21,22,19,18,17,19,19,17,12,17,17,9,11,6,0
2022-03-14 14:00:00,3,8,9,11,11,14,19,21,20,17,10,13,11,12,16,26,25,25,23,24,20,16,33,34,35,36,37,33,20,22,23,21,20,12,16,6,2,2,3,2,2,2,3,1,5,7,8,9,10,9,13,16,16,18,18,19,23,24,25,22,20,20,21,35,30,24,33,33,34,33,37,37,37,28,35,27,29,22,25,17,20,17,16,12,8,0
2022-03-14 15:00:00,3,5,7,11,11,12,22,30,28,28,28,26,22,27,26,35,40,42,31,32,30,21,37,38,36,36,36,29,26,25,23,18,16,15,13,10,7,9,4,7,6,3,2,5,6,11,13,14,11,10,16,15,15,12,15,12,15,18,19,18,19,24,33,38,29,28,39,40,41,40,41,29,44,39,33,28,29,27,22,14,21,25,22,12,7,0
2022-03-14 16:00:00,4,6,7,12,12,16,41,44,39,23,25,30,29,30,29,29,28,36,34,34,33,23,36,38,30,27,23,20,16,17,16,22,17,15,16,10,10,7,6,5,3,4,4,6,9,14,14,16,18,18,20,22,20,21,19,16,18,25,23,18,19,22,29,39,37,33,41,39,42,44,43,43,41,41,41,28,32,28,24,17,17,14,11,9,7,1
2022-03-14 17:00:00,5,11,11,19,18,17,37,37,34,18,21,20,19,20,20,19,19,21,18,23,18,17,24,23,23,22,23,22,19,18,13,18,18,15,13,9,8,10,8,7,5,3,3,10,10,18,22,17,18,16,22,23,23,20,19,22,23,24,23,24,24,29,32,33,31,29,43,45,45,47,46,45,40,38,37,22,21,20,20,13,23,17,12,6,3,0
2022-03-14 18:00:00,3,12,8,13,15,17,40,38,38,31,21,21,20,21,22,22,19,20,18,22,22,18,25,27,25,25,26,24,22,23,24,24,22,16,18,15,11,10,7,10,4,2,2,7,14,24,27,26,30,32,38,30,33,33,26,28,31,31,28,26,22,24,27,24,25,24,43,42,39,38,37,39,38,34,30,26,28,26,22,16,19,19,16,12,3,0
2022-03-14 19:00:00,4,6,7,8,9,10,38,38,32,13,16,14,14,14,17,18,17,19,15,16,11,5,15,16,14,13,9,10,12,12,10,12,11,12,11,4,7,5,1,3,2,3,4,5,6,15,18,19,21,17,22,23,23,18,19,24,27,26,25,22,16,18,17,15,15,16,35,34,34,31,29,24,28,25,24,16,16,15,12,10,17,19,14,6,4,0
2022-03-14 20:00:00,2,6,4,6,7,6,23,21,19,11,24,25,24,26,25,23,25,27,18,18,17,0,11,17,18,15,14,13,12,10,10,10,9,10,5,6,4,5,1,4,3,2,1,1,3,16,17,9,18,17,17,9,18,16,16,19,20,15,19,17,13,12,13,12,14,12,22,22,23,23,22,16,20,18,15,13,21,20,20,15,18,13,10,6,3,0
2022-03-14 21:00:00,2,3,4,4,3,4,11,14,6,14,17,18,13,18,17,9,13,16,14,14,10,9,9,13,11,11,14,9,10,7,7,6,7,5,7,4,2,5,4,3,1,2,1,1,1,6,7,8,10,11,11,14,15,11,9,12,12,11,12,12,10,11,11,0,10,12,20,20,15,19,18,17,16,15,16,11,18,16,15,12,12,9,7,7,2,0
2022-03-14 22:00:00,0,2,0,4,1,4,18,16,11,23,41,42,43,42,41,40,36,33,22,25,23,0,5,21,17,12,11,13,14,15,11,10,12,9,5,7,4,3,3,2,0,2,0,1,1,6,4,6,8,9,9,9,10,11,8,12,10,12,11,8,13,21,25,6,26,19,33,34,32,31,30,10,28,24,22,24,34,33,26,21,19,17,13,12,3,0
2022-03-14 23:00:00,0,1,0,1,0,2,15,13,11,7,8,9,0,7,10,0,6,9,5,7,3,0,0,7,7,7,8,6,8,7,8,3,9,7,8,5,4,3,0,2,3,3,1,2,1,3,4,4,6,7,10,9,8,9,8,11,11,6,8,6,6,11,14,9,13,7,22,20,19,18,11,14,0,12,10,6,9,5,5,7,10,11,8,6,5,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,3,6,7,8,3,12,5,14,13,14,13,0,13,15,16,17,0,16,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,3,2,3,3,4,5,7,7,7,8,7,0,8,6,8,0,7,6,5,6,4,5,12,11,9,7,8,6,7,6,6,6,7,5,5,6,2,0,5,2,4,0,2,2,4,5,0,6,0,7,8,0,0,9,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,2,6,2,7,8,6,10,9,8,10,11,12,9,10,11,13,11,12,8,9,8,7,8,7,7,7,9,9,7,8,8,9,8,7,7,7,4,5,4,6,5,4,2,1,1,3,2,0,2,3,6,7,10,11,12,5,8,7,7,12,8,15,8,6,7,7,14,7,14,7,15,6,5,6,11,15,21,20,15,7,10,4,1,0,0,0
2022-03-15 07:00:00,11,20,22,32,29,32,36,35,31,31,33,36,40,41,44,44,45,29,22,32,33,31,17,10,10,25,31,35,18,20,14,17,19,22,33,16,15,12,13,10,9,8,5,6,3,7,9,11,9,13,29,28,27,28,30,26,30,33,35,38,34,36,32,24,28,27,38,35,33,32,31,34,29,28,32,41,51,54,41,19,13,11,8,6,2,0
2022-03-15 08:00:00,17,26,16,24,21,23,30,34,33,30,31,34,34,35,36,32,31,30,22,31,32,25,22,21,18,19,21,34,27,25,20,22,25,22,25,29,32,28,26,23,18,5,4,4,2,6,8,7,11,12,19,22,21,23,18,18,25,28,29,31,31,29,30,22,22,15,30,18,17,27,23,24,21,21,25,24,33,35,34,9,11,10,8,5,2,0
2022-03-15 09:00:00,6,8,8,11,13,12,14,18,18,19,23,17,24,25,23,22,22,25,16,16,16,11,10,14,12,17,19,14,15,15,14,14,15,17,18,17,16,15,14,10,8,5,3,3,4,3,5,0,4,6,10,8,11,12,12,13,14,18,19,19,17,14,12,10,13,11,17,16,17,15,15,17,15,15,17,19,25,25,25,12,9,6,5,2,2,0
2022-03-15 10:00:00,4,7,10,15,13,14,15,15,16,13,14,14,12,16,18,19,19,20,17,18,18,17,16,15,15,20,20,19,16,18,16,15,15,15,16,10,8,8,9,6,7,5,4,2,3,3,5,4,5,5,12,11,11,11,13,12,11,10,12,14,15,16,11,10,10,8,15,12,14,12,15,15,14,10,14,14,14,20,18,11,10,9,8,6,2,0
2022-03-15 11:00:00,4,6,7,9,8,10,14,16,16,17,19,20,21,21,22,21,22,21,17,14,12,14,15,16,15,13,14,11,12,11,12,13,13,13,13,11,9,4,8,7,6,4,3,5,6,8,7,8,9,10,11,10,13,9,8,11,12,12,13,12,10,15,13,5,13,10,17,17,15,15,16,13,13,11,12,11,14,12,12,10,9,6,7,5,4,0
2022-03-15 12:00:00,3,7,8,10,12,15,18,19,18,15,15,16,13,20,15,20,20,23,17,17,15,14,19,19,19,19,21,21,17,16,13,13,14,13,16,14,12,11,5,9,6,5,6,9,12,14,15,14,13,13,17,15,15,14,13,13,13,14,15,15,20,22,26,27,27,24,27,11,26,25,23,23,20,10,13,18,24,21,23,22,22,20,17,13,4,0
2022-03-15 13:00:00,6,10,12,13,12,13,25,23,21,23,25,26,25,25,23,24,24,26,23,26,25,26,31,26,25,23,23,22,16,19,18,16,14,15,12,11,6,7,4,6,4,3,1,3,7,15,16,8,17,20,29,29,31,29,29,32,34,36,35,30,27,23,22,27,27,24,25,26,27,17,23,24,25,19,25,17,19,20,19,11,11,10,9,8,3,0
2022-03-15 14:00:00,2,6,8,11,11,15,16,19,17,17,25,24,16,24,25,24,26,27,19,27,28,31,35,35,36,36,37,36,31,29,27,24,20,21,18,12,11,11,10,10,7,4,5,5,11,14,13,12,15,14,19,18,21,22,20,18,18,17,17,17,18,21,20,31,29,21,31,28,31,29,30,30,31,28,26,24,29,27,26,17,20,18,16,10,8,0
2022-03-15 15:00:00,3,6,9,10,6,13,22,23,21,17,21,24,24,23,23,29,27,26,20,18,18,13,31,33,35,32,33,31,25,21,17,20,20,17,16,9,10,9,6,12,10,4,5,4,9,11,15,12,10,13,19,16,17,16,19,18,19,16,14,15,18,21,24,41,42,39,45,43,41,44,44,45,46,45,38,27,31,31,25,16,13,21,18,12,8,0
2022-03-15 16:00:00,7,12,13,15,21,20,44,47,41,40,41,42,38,42,41,41,40,34,27,25,25,17,37,41,39,35,32,28,23,20,21,23,20,20,19,16,14,9,5,8,4,3,2,6,12,19,20,10,22,24,26,24,25,23,21,23,27,26,24,24,22,27,26,37,34,25,42,43,47,46,44,35,42,28,38,32,31,28,27,24,27,23,22,15,4,0
2022-03-15 17:00:00,7,10,10,15,15,20,46,48,44,21,24,23,22,23,26,28,30,32,24,28,25,0,26,25,20,23,23,22,23,21,16,15,15,16,13,10,10,7,9,8,7,3,4,9,10,23,30,30,30,30,33,24,30,29,23,27,27,31,28,25,31,36,40,28,35,37,53,54,53,56,55,39,52,50,43,29,30,28,27,22,18,18,11,9,4,0
2022-03-15 18:00:00,3,13,9,15,19,20,51,48,32,20,20,19,19,21,21,26,28,28,22,23,18,12,19,21,22,19,20,20,19,16,15,16,14,13,14,10,9,8,7,8,5,4,2,11,20,30,33,30,32,35,41,34,32,28,26,29,32,31,29,24,21,23,29,29,32,31,39,40,41,43,46,45,44,34,40,23,23,22,20,18,22,22,16,10,5,0
2022-03-15 19:00:00,5,10,11,13,9,17,37,32,28,20,27,28,9,25,23,18,23,14,15,24,13,11,12,22,17,16,16,16,19,18,13,14,9,12,12,9,7,5,1,4,8,4,2,3,9,20,22,25,25,28,30,31,34,31,30,35,37,38,35,26,20,22,22,20,19,22,46,43,35,34,30,29,22,28,21,16,19,18,18,14,27,25,20,10,5,0
2022-03-15 20:00:00,1,4,2,4,6,6,26,21,19,14,21,21,9,24,13,21,24,23,22,16,21,0,8,17,14,12,13,7,10,9,8,8,7,8,9,5,4,0,3,2,2,2,0,2,3,14,15,16,18,19,20,18,19,18,17,18,18,17,16,14,11,10,11,12,12,10,32,17,28,24,24,21,16,16,15,11,12,14,9,15,16,8,7,4,3,0
2022-03-15 21:00:00,2,5,8,4,5,10,19,16,15,14,21,24,0,26,24,23,21,19,16,16,15,14,16,14,17,14,15,14,13,9,10,10,7,8,6,6,4,3,1,4,3,1,1,2,4,7,7,9,10,11,12,12,10,7,6,10,12,11,13,15,17,11,18,16,14,15,27,25,25,23,22,20,21,17,19,15,22,21,19,16,14,11,9,7,5,0
2022-03-15 22:00:00,1,5,0,10,10,9,22,21,19,25,47,45,48,42,47,39,39,33,24,23,22,15,23,23,20,21,24,14,22,20,20,17,15,12,10,5,3,4,3,0,0,0,0,2,3,9,11,10,12,7,11,12,12,11,8,16,14,13,6,12,7,8,12,5,11,10,31,25,24,26,25,22,21,17,14,23,39,38,37,28,29,25,19,9,6,0
2022-03-15 23:00:00,0,2,0,3,0,2,16,15,13,9,8,14,13,9,15,10,9,6,10,8,0,1,0,5,9,8,12,10,9,8,10,11,10,11,15,9,6,5,5,4,3,1,0,0,1,2,2,2,7,8,10,10,9,10,9,12,13,12,11,10,7,13,10,12,9,7,23,21,25,20,21,20,17,15,12,9,9,6,5,4,9,7,5,3,2,0
