Unnamed: 0,1_서부운수기점,2_북가좌119안전센터,3_연서중학교입구,4_와산교,5_새절역.숭실고입구,6_응암오거리,7_은평문화예술정보학교,8_응암초등학교,9_명지전문대.충암중고등학교,10_명지중고등학교,11_명지대입구.서울무용센터,12_두산아파트,13_서대문문화체육회관,14_서대문구보건소별관,15_정원여중,16_홍은현대아파트.스위스그랜드호텔,17_유진상가,18_문화촌현대아파트,19_서울여자간호대학,20_유원하나아파트,21_홍지문.옥천암,22_상명대입구.석파랑,23_하림각,24_자하문터널입구.석파정,25_경기상고,26_신교동,27_통인시장종로구보건소,28_경복궁역,29_세종문화회관,30_서린동.SK서린빌딩,31_KT광화문지사,32_경복궁역,33_통인시장종로구보건소,34_효자동,35_경기상고,36_자하문터널입구.석파정,37_하림각,38_상명대입구.세검정교회,39_홍지문,40_유원하나아파트,41_서울여자간호대학,42_문화촌현대아파트,43_유진상가,44_홍은현대아파트,45_정원여중.스위스그랜드호텔,46_서대문문화체육회관입구,47_홍연2교두산아파트앞,48_명지대입구.신원지벤스타,49_명지중고등학교,50_명지전문대.충암중고등학교,51_응암초등학교,52_은평문화예술정보학교,53_응암오거리,54_새절역.숭실고입구,55_와산교,56_북가좌119안전센터,57_서부운수기점(가상)
2022-04-06 14:00:00,2,2,4,5,10,11,12,6,12,17,22,19,15,11,19,18,14,13,12,13,12,13,13,11,15,11,7,5,4,4,14,17,16,14,16,13,15,14,15,13,11,12,10,8,11,14,15,12,12,16,9,11,10,2,0,0,0
2022-04-06 15:00:00,5,2,2,3,12,5,10,7,22,38,39,37,37,31,30,22,12,11,9,10,11,9,9,10,36,38,32,10,3,4,13,20,22,15,29,22,30,29,29,16,26,8,20,20,23,27,25,17,14,22,21,20,12,8,4,4,0
2022-04-06 16:00:00,2,3,4,0,8,7,11,10,15,18,22,37,34,32,34,28,20,19,19,20,19,16,11,12,12,13,12,6,2,11,18,23,23,29,40,39,38,37,32,26,16,16,12,9,12,18,16,13,9,16,16,14,11,4,2,3,0
2022-04-06 17:00:00,2,2,3,4,11,17,24,16,17,22,24,26,24,14,11,19,19,15,19,20,22,23,25,26,25,32,28,16,7,7,19,23,24,24,23,32,32,31,28,25,18,14,13,14,17,21,20,18,15,19,16,13,13,5,4,0,0
2022-04-06 18:00:00,1,2,0,3,18,18,16,14,14,14,18,20,22,18,17,17,15,12,16,10,14,16,15,18,21,41,49,29,16,19,29,42,40,42,41,40,41,40,40,37,28,26,22,24,27,29,30,26,20,28,23,18,12,5,4,1,0
2022-04-06 19:00:00,0,2,0,1,7,10,12,13,11,12,13,14,11,11,9,9,8,8,6,6,4,6,8,9,10,13,14,9,1,11,15,22,22,23,23,32,32,31,30,33,13,13,11,11,14,16,16,11,10,8,6,6,4,2,1,0,0
2022-04-06 20:00:00,1,1,1,2,4,4,5,6,6,10,11,12,11,12,11,7,9,8,10,9,1,7,6,5,6,4,5,3,0,5,14,21,22,21,19,24,25,19,21,17,13,12,15,14,14,13,12,9,7,11,9,10,8,2,0,0,0
2022-04-06 21:00:00,0,1,0,0,15,16,11,5,10,7,8,6,9,8,3,0,5,5,7,1,8,8,6,5,7,9,8,5,1,9,20,23,22,23,24,23,22,23,23,20,14,11,9,9,8,10,10,9,8,9,6,5,2,1,0,0,0
2022-04-06 22:00:00,0,0,1,0,4,3,4,3,6,5,8,6,6,4,5,6,4,5,5,4,5,3,3,5,4,3,5,3,1,5,14,25,25,22,24,23,22,21,20,20,13,11,11,9,13,14,12,12,10,9,6,4,4,2,0,1,0
2022-04-06 23:00:00,0,1,0,0,4,5,0,4,2,4,3,0,0,2,1,0,3,2,3,2,0,0,0,0,0,0,0,0,1,3,10,10,11,12,10,13,9,7,11,10,6,8,6,6,7,1,0,5,4,1,2,0,0,1,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,0,0,1,1,4,0,5,6,9,11,13,14,17,17,16,13,6,23,23,24,23,21,20,11,17,14,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,1,1,1,4,3,4,5,6,7,7,7,6,7,6,5,6,9,11,8,10,9,11,10,11,10,8,6,2,3,5,2,3,2,3,4,0,0,1,2,4,0,0,5,0,2,6,6,2,6,7,0,1,0,0,0
2022-04-07 06:00:00,1,0,0,2,5,9,10,12,13,12,15,14,12,11,11,12,10,12,20,22,23,22,21,22,19,17,17,13,4,1,7,5,2,2,1,2,2,4,0,3,4,4,4,5,4,1,4,3,6,6,13,15,9,1,0,0,0
2022-04-07 07:00:00,3,3,4,5,14,22,21,21,14,14,22,22,21,18,20,18,18,21,41,48,48,47,48,47,27,23,23,19,5,4,10,18,15,11,3,1,5,4,5,6,13,14,19,23,33,39,48,41,34,23,25,27,18,2,2,0,0
2022-04-07 08:00:00,1,3,5,2,16,26,27,28,23,26,36,28,22,18,17,20,20,22,33,36,37,36,41,38,36,31,30,24,13,4,24,44,37,32,19,18,17,12,16,17,21,21,21,24,29,28,28,24,19,12,34,35,31,4,0,2,0
2022-04-07 09:00:00,0,2,3,4,36,40,40,33,10,14,17,18,15,16,18,17,16,14,21,23,21,24,25,25,25,29,28,18,7,2,13,14,15,14,13,15,13,13,31,10,37,39,43,46,56,57,58,52,32,15,16,12,9,2,1,1,0
2022-04-07 10:00:00,1,0,2,3,7,8,10,8,9,10,14,9,13,12,10,11,8,11,13,17,18,12,19,15,15,18,19,11,4,4,7,9,9,6,7,9,10,9,12,12,10,10,10,10,12,10,9,11,10,4,5,6,3,1,1,0,0
2022-04-07 11:00:00,1,2,1,0,8,11,8,9,12,11,9,11,10,8,8,10,9,10,17,20,17,11,16,19,18,18,17,12,4,2,4,6,5,7,6,8,9,7,7,7,11,3,12,10,11,11,10,9,7,11,16,15,10,2,1,0,0
2022-04-07 12:00:00,0,3,1,1,9,0,13,10,11,12,15,9,13,13,12,11,9,10,11,12,10,10,12,13,14,14,13,9,5,3,6,7,8,11,8,5,7,8,8,9,8,9,12,11,11,13,13,10,8,15,18,20,9,5,2,1,0
2022-04-07 13:00:00,1,1,2,2,27,28,27,26,14,17,19,18,16,11,5,10,8,7,10,11,11,10,12,13,12,13,12,9,7,5,12,15,16,15,15,13,14,14,17,18,19,19,21,21,22,23,25,20,17,9,13,12,10,2,2,1,0
2022-04-07 14:00:00,1,2,1,2,8,9,13,14,14,39,12,40,36,33,32,28,9,10,11,13,14,14,7,14,15,16,14,8,4,8,11,19,19,19,18,14,10,11,13,12,10,6,9,11,13,15,16,13,22,20,19,18,13,9,1,8,0
2022-04-07 15:00:00,1,2,4,3,11,12,13,10,15,27,24,26,25,16,16,26,19,15,12,11,10,8,10,9,24,24,25,16,3,5,15,18,17,18,16,21,22,20,20,19,13,12,10,11,14,15,15,13,9,10,12,10,9,3,2,1,0
2022-04-07 16:00:00,3,2,5,3,8,13,16,14,37,43,42,42,37,29,27,24,24,17,18,17,19,17,18,19,21,22,18,12,2,3,13,17,18,33,46,45,48,51,49,45,19,11,11,12,14,18,16,14,12,23,27,24,22,11,7,6,0
2022-04-07 17:00:00,8,3,9,3,11,10,13,14,23,25,26,27,23,17,14,14,15,18,20,19,18,22,26,25,29,32,27,19,6,11,27,32,33,31,33,32,37,37,35,30,10,12,11,16,16,18,20,17,13,34,34,33,28,4,2,1,0
2022-04-07 18:00:00,3,4,4,0,14,20,17,14,16,23,25,26,24,22,21,19,15,15,20,20,19,24,30,28,37,49,45,18,7,18,36,53,57,57,55,49,51,49,47,38,21,19,22,22,25,32,31,27,21,22,18,13,10,4,3,0,0
2022-04-07 19:00:00,0,1,1,3,17,16,18,18,16,17,20,18,18,14,10,12,9,13,13,13,14,15,13,12,13,12,12,8,3,11,23,30,32,32,31,34,34,33,31,24,12,11,13,13,14,16,19,16,13,14,13,12,8,4,1,0,0
2022-04-07 20:00:00,0,1,0,2,8,5,4,3,5,6,7,9,10,9,9,7,6,7,9,10,9,8,9,7,8,10,9,8,3,14,22,31,28,27,23,27,23,25,23,19,9,9,9,10,12,11,9,11,8,11,11,6,9,3,2,0,0
2022-04-07 21:00:00,0,1,1,0,10,9,6,5,8,11,14,13,12,8,5,6,5,4,6,7,8,8,6,5,4,4,4,5,5,10,24,28,29,26,27,27,30,28,25,20,13,13,11,7,8,14,13,10,15,14,14,5,6,2,0,0,0
2022-04-07 22:00:00,0,1,1,2,3,4,4,3,5,14,14,13,11,5,3,6,8,5,7,5,3,4,4,5,1,4,4,2,1,7,17,25,24,27,28,30,15,28,27,23,17,19,22,21,22,24,19,16,15,15,15,16,12,4,1,1,0
2022-04-07 23:00:00,0,0,0,0,1,0,0,0,0,1,4,2,0,1,1,0,3,4,0,2,2,1,0,0,0,0,2,0,0,5,8,13,13,9,8,8,12,5,11,7,7,9,5,0,7,7,8,7,5,4,2,1,1,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,1,0,1,1,4,0,5,2,6,7,9,11,12,11,7,11,5,20,21,21,20,0,21,20,21,17,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,1,0,1,1,4,5,3,5,5,7,5,4,5,8,8,5,6,14,8,16,7,17,6,7,6,14,10,6,0,4,4,2,3,2,3,2,0,1,2,5,5,4,1,5,6,5,4,6,5,9,8,8,1,0,0,0
2022-04-08 06:00:00,2,1,0,4,9,13,13,14,8,8,9,10,8,9,6,7,6,8,20,21,22,23,18,24,22,19,12,15,4,1,3,6,7,4,1,3,1,3,1,3,5,1,4,2,4,4,5,4,3,5,9,11,9,1,0,0,0
2022-04-08 07:00:00,4,4,7,5,15,17,19,17,10,13,22,23,21,18,22,22,26,25,42,49,49,49,46,41,23,21,21,13,6,5,8,22,22,16,6,5,5,4,5,8,13,15,17,19,29,30,37,33,35,8,11,8,6,2,0,0,0
2022-04-08 08:00:00,1,2,4,8,18,30,29,25,19,26,28,24,18,18,18,18,16,31,46,53,56,54,51,49,37,32,28,22,11,4,23,51,50,31,17,15,11,8,10,13,8,9,13,13,18,22,24,20,16,11,13,13,12,2,3,0,0
2022-04-08 09:00:00,0,2,3,1,33,36,34,26,16,20,15,17,14,13,13,14,11,15,22,23,25,22,24,26,25,24,21,15,6,1,13,20,19,16,13,15,15,14,27,26,25,23,25,27,32,31,32,33,19,7,8,9,8,2,0,0,0
2022-04-08 10:00:00,1,1,2,3,7,12,13,13,14,14,21,19,13,13,12,11,9,9,17,17,15,13,14,15,23,21,16,8,3,1,6,6,4,5,7,7,7,7,10,5,11,12,13,8,14,14,16,15,12,6,5,4,3,2,0,1,0
2022-04-08 11:00:00,1,3,0,2,4,4,7,7,8,10,11,9,11,12,12,12,11,11,14,19,20,19,18,19,17,18,15,8,5,4,6,10,10,9,9,9,10,9,9,5,6,6,6,7,9,10,12,10,8,12,5,4,4,0,0,0,0
2022-04-08 12:00:00,1,2,1,3,6,7,9,9,10,12,14,10,12,11,10,8,9,4,13,15,14,14,15,17,16,13,14,11,4,7,8,9,10,10,9,10,11,10,6,6,9,5,10,7,10,12,13,10,9,10,11,12,10,2,0,1,0
2022-04-08 13:00:00,1,2,3,4,7,12,15,9,9,9,13,10,9,7,6,8,6,11,17,20,21,19,17,14,15,16,17,11,4,8,11,13,9,12,10,9,13,8,11,10,9,8,10,13,14,15,15,11,12,12,11,9,0,2,0,1,0
2022-04-08 14:00:00,1,2,2,3,10,10,10,3,12,11,14,12,10,6,7,8,9,10,16,19,15,16,21,15,19,19,12,6,3,4,14,16,14,18,19,18,14,17,16,14,11,10,11,10,11,11,12,9,8,20,12,19,17,6,0,5,0
2022-04-08 15:00:00,0,1,2,1,6,7,8,9,30,30,32,30,26,21,18,19,17,17,16,9,10,13,12,13,27,23,23,9,7,6,16,24,33,41,51,53,53,54,52,44,15,14,14,13,16,18,15,13,15,23,20,19,15,7,4,6,0
2022-04-08 16:00:00,2,1,3,4,8,10,14,16,18,19,18,11,16,12,8,10,14,18,18,22,18,17,16,18,23,23,23,11,5,8,11,14,17,22,30,41,38,37,35,43,29,19,15,18,19,21,18,14,12,19,20,18,14,8,4,1,0
2022-04-08 17:00:00,2,0,3,2,12,7,14,10,18,19,18,19,18,15,14,13,15,13,21,19,18,17,18,19,21,25,23,21,7,9,22,22,21,22,22,24,26,27,23,23,20,19,18,18,23,22,21,18,16,22,21,27,26,2,1,0,0
2022-04-08 18:00:00,4,1,3,3,16,20,19,15,12,17,16,17,15,16,13,12,13,16,17,18,17,21,21,19,33,40,48,22,8,22,34,41,45,46,47,48,52,38,45,35,28,24,22,19,18,22,22,20,17,25,26,21,14,3,3,2,0
2022-04-08 19:00:00,0,1,3,2,7,9,10,11,11,11,17,17,17,14,12,10,10,7,11,12,13,10,13,3,15,15,11,6,2,17,29,33,35,36,35,33,31,30,29,26,20,15,14,19,17,21,18,15,11,10,11,8,7,6,5,1,0
2022-04-08 20:00:00,0,1,2,2,9,11,9,10,14,13,14,15,12,12,10,9,9,9,9,11,10,9,9,3,7,8,9,4,2,10,18,22,23,22,23,22,23,23,21,16,11,10,14,10,10,10,10,9,8,7,4,4,4,2,0,1,0
2022-04-08 21:00:00,1,0,1,2,6,8,7,7,10,12,12,9,10,8,9,6,5,4,6,4,0,6,5,4,2,6,5,3,4,9,19,24,26,26,21,26,27,15,24,22,13,11,8,9,13,13,11,13,10,8,4,6,4,2,2,1,0
2022-04-08 22:00:00,4,0,0,3,6,7,8,7,3,4,8,10,2,9,1,8,5,7,6,5,0,3,2,4,3,3,2,3,0,9,19,39,37,40,34,30,29,28,25,20,12,12,10,6,9,9,8,6,7,7,8,9,5,2,3,2,0
2022-04-08 23:00:00,0,0,0,0,0,2,0,0,0,4,4,0,2,1,0,1,2,5,5,4,1,2,0,0,1,2,4,2,2,4,8,14,15,22,20,9,18,17,8,9,7,7,5,0,4,5,6,4,3,3,2,1,0,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,1,1,3,0,0,4,4,6,7,0,0,1,6,4,2,7,6,7,4,0,8,5,0,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,1,0,1,2,1,3,1,3,4,4,5,4,5,4,3,2,3,6,3,2,0,2,4,0,8,7,4,1,0,2,1,0,1,0,1,2,0,0,0,4,5,3,0,4,3,0,4,3,3,4,3,3,2,0,0,0
2022-04-09 06:00:00,1,0,0,2,7,7,5,6,6,6,6,6,4,3,4,3,4,3,7,8,6,5,9,8,8,7,5,5,3,0,2,3,0,2,1,0,2,3,0,2,3,1,1,2,3,2,4,4,4,3,5,4,3,1,1,0,0
2022-04-09 07:00:00,0,0,0,1,4,4,3,5,8,9,4,8,7,8,7,8,3,5,7,8,4,9,9,11,7,10,8,3,2,0,2,5,4,1,0,0,3,2,1,0,5,1,3,0,4,2,3,3,4,3,5,6,1,2,1,0,0
2022-04-09 08:00:00,1,1,2,1,5,7,8,7,9,11,14,13,10,9,5,11,10,9,13,14,15,14,16,17,16,14,10,9,2,3,7,11,9,4,3,3,3,0,3,3,5,4,6,7,8,7,8,8,6,5,5,4,4,1,0,0,0
2022-04-09 09:00:00,1,1,2,2,7,8,8,11,11,16,18,19,15,14,15,16,15,8,17,23,24,23,23,15,22,18,17,14,5,0,2,3,4,5,3,4,5,5,4,7,5,8,8,8,9,11,7,8,7,7,8,8,7,1,1,0,0
2022-04-09 10:00:00,4,6,3,4,6,9,10,8,7,10,13,10,10,10,9,9,14,15,19,20,24,19,19,19,22,20,19,15,7,1,8,11,13,14,12,9,2,0,5,5,3,4,4,4,9,15,13,11,5,4,6,5,2,3,2,0,0
2022-04-09 11:00:00,3,4,3,7,8,7,16,8,17,16,19,14,14,16,13,14,15,15,23,25,26,24,25,21,19,23,20,17,7,2,7,6,12,7,9,7,5,6,8,7,8,7,7,7,8,11,14,8,7,9,8,5,3,2,0,0,0
2022-04-09 12:00:00,1,2,2,3,11,13,14,14,18,18,20,13,10,14,13,11,15,12,18,22,23,23,21,24,27,30,30,12,3,5,9,11,15,16,11,17,14,10,8,14,17,17,10,16,12,16,14,12,14,13,12,12,8,3,1,0,0
2022-04-09 13:00:00,1,4,0,3,5,10,16,17,15,17,21,20,19,14,14,13,13,15,25,28,15,8,28,22,20,16,10,8,5,5,12,18,19,18,20,16,17,12,15,16,18,18,16,15,19,20,14,18,17,17,19,22,15,8,7,6,0
2022-04-09 14:00:00,1,0,1,2,8,5,6,5,7,11,12,14,12,10,11,10,9,11,14,21,22,16,16,27,16,29,26,11,4,0,11,11,13,15,13,19,19,17,14,13,13,10,11,11,14,12,15,13,11,10,10,9,8,3,0,1,0
2022-04-09 15:00:00,1,3,0,4,5,10,9,11,6,12,17,18,13,15,11,13,17,13,17,19,19,19,19,16,17,16,13,10,0,0,6,14,16,17,12,21,19,6,18,18,19,16,14,17,18,19,14,11,10,8,4,7,6,3,2,0,0
2022-04-09 16:00:00,3,1,4,5,10,12,13,13,13,18,15,16,11,18,12,17,14,12,14,14,15,7,14,14,8,12,9,5,0,0,6,15,17,14,13,17,20,21,17,20,19,18,17,15,18,20,21,16,18,21,24,23,17,5,7,3,0
2022-04-09 17:00:00,1,3,0,4,10,16,19,17,17,18,14,12,13,17,18,4,18,17,26,28,27,19,25,19,23,20,13,9,0,0,14,18,21,22,20,22,26,18,28,24,15,16,16,18,18,18,17,14,15,15,20,21,18,2,1,0,0
2022-04-09 18:00:00,1,2,3,3,13,17,16,13,10,12,16,16,17,14,6,13,10,9,15,12,13,14,14,14,16,16,22,12,3,0,20,28,25,30,32,32,33,29,26,22,19,18,12,12,14,12,16,19,18,16,14,14,11,4,1,0,0
2022-04-09 19:00:00,0,0,2,1,9,10,10,8,6,0,9,0,8,7,7,6,7,8,7,7,8,7,6,9,0,6,7,4,0,0,14,20,20,24,23,21,19,20,18,16,12,16,13,14,12,14,14,12,10,6,6,9,6,2,1,1,0
2022-04-09 20:00:00,0,2,0,3,11,7,9,8,12,12,16,7,15,11,7,7,10,11,12,10,3,10,10,9,11,13,13,7,2,0,12,15,18,21,14,15,23,22,20,15,9,7,8,5,7,10,8,7,6,7,7,8,6,1,0,0,0
2022-04-09 21:00:00,0,0,0,3,6,7,7,9,5,6,10,6,0,10,4,9,8,3,8,5,4,8,7,4,3,0,0,1,0,0,9,17,19,21,12,23,21,19,15,11,9,8,9,4,6,7,6,5,5,6,2,3,3,2,0,1,0
2022-04-09 22:00:00,1,0,1,0,6,8,8,8,10,10,11,9,7,9,8,6,6,5,4,3,4,3,0,0,0,2,2,3,1,0,9,10,11,11,10,10,11,10,8,9,6,5,6,7,6,5,6,4,3,4,2,0,2,2,0,0,0
2022-04-09 23:00:00,0,0,0,0,0,0,3,2,0,3,2,0,0,1,2,6,5,4,3,1,0,1,0,0,2,0,0,1,3,0,15,19,22,23,0,24,22,19,17,13,14,14,11,9,11,5,10,7,4,3,1,2,1,1,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,1,2,0,0,0,3,0,0,0,4,0,0,2,1,0,2,3,0,0,0,4,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,1,0,0,1,0,3,4,2,5,3,0,7,5,4,6,5,4,0,4,3,3,0,2,2,0,2,2,1,0,0,1,3,0,4,3,1,2,1,1,2,1,2,1,0,0,2,2,1,2,3,5,0,4,1,0,0,0
2022-04-10 06:00:00,1,0,0,0,2,3,2,0,0,4,3,4,0,6,5,0,0,2,5,5,0,4,5,3,6,5,4,1,0,0,1,3,1,2,3,1,0,0,1,2,2,0,2,2,3,2,1,3,0,2,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,0,0,0,2,3,2,4,5,6,7,5,4,3,4,5,4,7,10,13,12,11,12,12,0,13,11,6,1,0,2,5,4,1,0,0,0,0,0,1,0,0,1,2,0,3,1,0,1,0,3,4,3,1,0,0,0
2022-04-10 08:00:00,1,0,0,3,5,5,6,5,7,10,12,8,10,10,11,11,10,9,14,20,9,11,12,20,18,17,16,9,0,0,6,8,7,7,5,0,6,0,2,3,3,1,2,0,3,2,3,0,3,3,5,5,5,1,1,0,0
2022-04-10 09:00:00,2,0,3,0,5,6,7,8,9,11,13,15,15,15,9,15,16,15,15,16,16,15,18,17,19,18,16,10,0,0,2,6,2,5,4,5,0,0,6,7,6,3,2,1,7,7,7,8,11,12,12,11,8,2,0,1,0
2022-04-10 10:00:00,3,4,2,5,8,7,9,8,9,14,17,17,15,18,18,8,14,13,23,27,26,28,28,23,24,24,22,11,1,0,2,8,9,4,8,4,7,4,2,0,4,9,10,11,15,10,7,5,5,8,12,10,3,2,0,0,0
2022-04-10 11:00:00,1,0,1,1,7,11,10,9,10,12,15,8,10,7,8,9,10,9,17,20,18,19,17,15,21,22,19,13,1,0,6,6,8,9,8,7,5,0,4,0,7,11,11,8,7,12,10,12,11,6,12,8,7,3,2,0,0
2022-04-10 12:00:00,1,1,3,2,7,15,16,13,8,19,20,18,13,12,12,14,7,8,19,24,26,28,27,24,23,21,17,12,3,0,7,15,14,13,10,7,0,8,13,14,12,12,16,15,15,18,16,12,11,17,18,11,7,5,1,0,0
2022-04-10 13:00:00,1,0,2,0,8,11,12,11,16,17,18,10,14,11,14,12,15,18,27,19,20,31,29,25,24,28,27,14,1,0,8,9,15,16,9,12,5,12,10,13,9,13,14,15,8,15,16,11,11,12,13,9,7,5,4,2,0
2022-04-10 14:00:00,1,2,1,4,9,13,13,14,17,17,13,16,15,18,13,14,12,12,14,16,17,18,16,15,26,28,23,13,3,0,8,9,13,22,20,23,24,23,22,23,22,23,22,21,21,22,23,21,20,17,20,16,15,4,2,0,0
2022-04-10 15:00:00,0,0,1,0,3,10,15,4,13,11,13,11,12,11,0,12,14,14,19,20,29,28,29,28,23,21,18,9,1,7,7,14,17,15,19,21,22,21,20,18,18,20,19,13,19,21,18,15,13,11,10,7,6,8,6,4,0
2022-04-10 16:00:00,0,1,1,2,11,13,11,12,8,10,12,16,15,20,19,18,16,16,20,22,16,21,23,24,23,23,15,9,1,0,7,15,17,13,18,17,11,16,18,15,12,11,10,12,15,18,18,15,13,12,11,13,9,5,3,2,0
2022-04-10 17:00:00,0,2,4,5,13,15,15,13,8,8,7,0,9,7,6,5,6,6,4,7,9,9,9,9,13,17,18,10,2,1,13,13,15,16,16,20,21,20,21,21,14,16,16,12,19,23,25,23,19,16,18,16,6,4,3,0,0
2022-04-10 18:00:00,1,1,0,3,6,8,7,0,4,8,15,14,16,10,9,8,10,12,13,12,14,11,10,9,10,9,8,4,0,0,8,14,17,13,15,20,19,21,20,17,16,14,13,14,15,16,13,14,11,9,9,9,5,2,1,0,0
2022-04-10 19:00:00,2,3,4,0,10,11,4,1,9,8,6,7,5,3,3,0,2,2,6,5,7,0,2,5,3,5,6,4,2,0,10,17,23,12,22,22,21,19,18,12,10,6,8,5,9,10,7,8,7,9,5,4,2,1,0,0,0
2022-04-10 20:00:00,3,1,0,3,4,1,5,5,2,7,9,7,8,7,5,6,6,5,7,6,5,4,3,4,5,5,5,3,1,0,9,17,16,8,14,15,19,8,14,9,9,8,8,8,6,10,10,5,8,7,8,4,8,3,0,0,0
2022-04-10 21:00:00,1,0,2,2,7,8,6,4,5,6,8,6,0,6,6,5,7,6,8,3,0,7,6,5,4,2,2,1,1,0,10,17,19,13,21,21,20,18,15,13,8,8,8,9,6,9,10,9,7,12,4,2,6,2,3,2,0
2022-04-10 22:00:00,1,2,0,1,5,8,7,7,6,8,9,7,6,5,0,3,4,3,5,6,6,0,4,2,0,4,2,1,0,0,7,13,13,15,15,15,13,10,9,7,6,5,6,0,7,8,7,7,4,3,2,1,2,1,0,0,0
