Unnamed: 0,1_군포공영차고지,2_군포보건소,3_수리산역,4_5단지입구,5_오금동행정복지센터,6_3단지.소월아파트.다산아파트,7_시민체육광장,8_주공1단지.무궁화아파트,9_군포경찰서,10_신환아파트,11_금정고가금정농협,12_삼신아파트,13_농협.홈플러스,14_호계사거리,15_호계소방파출소,16_덕고개사거리,17_샘마을.대안중학교,18_안양남초등학교,19_농수산물시장.포일단지입구,20_민백마을,21_오뚜기식품.두산벤처다임.나눔초등학교,22_평촌동주민센터.인덕원대우아파트,23_인덕원초교.삼성아파트,24_인덕원역4호선,25_린파밀리에,26_갈현동부대,27_찬우물,28_정보과학도서관,29_과천주공2.3단지,30_정부과천청사,31_KT과천지사,32_경기도립과천도서관앞,33_과천8.9단지,34_과천성당,35_관문사거리부대앞,36_남태령부대,37_남태령역,38_사당역,39_이수역,40_총신대입구역.남성시장입구앞,41_경문고등학교,42_정금마을,43_이수교,44_구반포역.세화고등학교,45_신반포역.세화여중고,46_고속터미널,47_서울성모병원,48_고속터미널,49_신반포역.세화여중고,50_구반포역.세화고등학교,51_갯마을앞,52_정금마을.방배경찰서,53_경문고교.배나무골앞,54_총신대입구역.남성시장입구앞,55_사당동우체국앞,56_방배노인종합복지관,57_사당역,58_사당자동차학원,59_남태령역,60_남태령부대,61_관문사거리부대앞,62_과천성당,63_과천10단지,64_경기도립과천도서관앞,65_KT과천지사,66_정부과천청사,67_과천주공2.3단지,68_찬우물,69_갈현동부대,70_린파밀리에,71_인덕원사거리.인덕원역,72_평촌동주민센터.KT동안양지점.대우아파트,73_나눔초등학교.오뚜기식품.두산벤처다임,74_민백마을,75_농수산물시장.포일단지입구,76_안양남초등학교,77_샘마을.대안중학교,78_덕고개사거리,79_호계소방파출소,80_호계사거리,81_농협.홈플러스,82_삼신아파트,83_산본주유소,84_신환아파트,85_느티울공원입구,86_군포경찰서,87_주공2단지,88_시민체육광장,89_3단지.율곡아파트,90_오금동주민센터.흥진고교,91_5단지입구,92_수리산역.5단지,93_군포보건소,94_군포공영차고지
2022-03-05 04:00:00,0,0,0,0,0,4,0,6,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,2,0,3,5,0,7,5,8,7,6,8,8,7,9,8,11,9,9,11,12,11,14,0,8,0,8,8,8,10,11,12,14,6,0,5,2,9,5,10,0,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,0,0,2,3,2,2,5,8,7,7,8,0,8,8,11,9,14,20,24,11,17,16,6,7,6,0,9,9,8,12,13,5,0,10,10,9,8,8,6,7,6,5,3,0,4,3,0,5,4,3,5,8,9,8,2,4,0,0,3,0,7,2,5,5,0,1,0,3,3,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,1,3,3,4,5,4,8,10,8,12,13,12,14,12,13,10,15,16,16,15,22,18,14,9,8,15,14,15,14,13,11,12,12,11,10,12,12,6,8,5,8,9,8,8,2,2,3,5,2,5,5,3,7,7,8,8,0,7,7,6,5,5,5,4,3,5,6,4,3,8,5,8,5,7,8,9,5,7,6,6,4,5,4,4,0,2,3,3,4,1,0,0,0
2022-03-05 08:00:00,0,1,5,0,7,9,11,14,15,16,18,19,22,21,20,20,23,22,22,24,25,26,23,17,0,20,19,18,17,16,17,18,21,24,21,16,20,15,14,14,12,14,16,11,14,6,1,5,5,6,7,6,9,8,8,10,11,11,8,10,4,9,11,6,8,5,0,0,6,5,17,17,15,14,11,12,11,11,9,7,5,4,5,4,3,1,2,0,3,1,3,2,0,0
2022-03-05 09:00:00,0,1,3,4,5,6,5,8,7,9,16,17,15,18,15,21,22,20,22,22,26,27,22,17,0,16,17,18,19,19,19,22,18,27,31,26,29,21,16,18,16,20,23,19,15,5,1,3,3,0,4,4,0,10,12,12,14,0,5,0,12,11,12,11,8,7,9,6,8,7,9,6,8,3,4,5,6,2,5,6,8,5,6,3,4,1,3,1,1,2,0,1,0,0
2022-03-05 10:00:00,0,1,2,0,1,3,1,4,7,10,11,11,11,11,6,13,13,21,21,21,26,26,27,26,28,30,31,32,27,24,25,24,25,21,26,23,26,20,17,13,15,15,16,12,11,1,3,8,9,10,9,10,10,16,16,14,12,13,14,13,15,11,12,10,8,7,9,3,0,9,11,10,8,8,8,10,12,13,11,7,6,5,4,3,3,1,0,0,0,2,1,0,0,0
2022-03-05 11:00:00,1,2,1,3,5,6,0,7,9,10,13,14,15,19,0,13,18,20,21,23,27,30,28,23,0,19,14,19,17,16,17,15,26,27,29,15,41,24,22,20,20,21,18,16,16,9,2,4,5,6,7,6,7,12,14,15,16,12,18,10,19,12,18,9,14,14,6,5,10,4,15,13,12,14,11,13,12,11,10,11,6,6,5,3,2,2,2,0,0,4,0,1,0,0
2022-03-05 12:00:00,0,1,2,2,3,4,0,11,12,9,11,10,13,13,11,9,13,14,16,18,22,25,22,20,23,24,26,29,26,23,28,29,31,33,35,30,34,25,26,27,28,20,25,22,16,2,3,13,15,17,12,12,12,16,15,13,16,14,14,12,15,13,13,15,11,13,14,0,0,13,19,15,13,14,11,12,11,10,9,12,14,13,10,10,8,7,3,6,3,2,2,0,1,0
2022-03-05 13:00:00,0,1,2,0,0,2,4,5,7,8,9,7,8,14,0,15,14,15,19,25,28,31,23,13,12,12,14,13,17,15,20,21,27,28,29,0,28,17,14,15,15,16,16,14,12,3,2,14,18,17,15,18,19,17,19,18,20,21,20,18,16,16,19,15,15,16,17,16,0,21,18,18,17,14,15,12,12,12,13,12,15,11,12,7,11,8,6,4,3,1,1,0,0,0
2022-03-05 14:00:00,0,1,1,1,2,4,0,4,5,4,6,6,7,7,7,9,13,15,17,18,23,30,26,17,15,16,19,15,16,19,21,22,21,22,26,17,27,19,13,17,18,19,17,16,10,1,3,15,15,17,19,18,16,21,25,29,28,27,20,26,26,25,23,22,20,21,20,8,12,19,21,16,16,16,17,14,13,15,12,12,11,12,9,2,8,7,4,3,3,3,0,0,0,0
2022-03-05 15:00:00,0,3,4,1,7,2,0,6,9,6,11,10,8,10,9,9,8,12,13,11,18,24,20,20,18,9,19,20,18,19,20,19,19,21,26,25,21,17,16,17,18,18,20,17,14,2,7,25,27,29,24,22,9,28,24,20,27,19,29,13,21,20,20,18,19,18,19,20,13,10,16,13,13,12,13,12,11,18,16,16,19,16,11,8,7,5,4,0,0,2,1,1,0,0
2022-03-05 16:00:00,0,0,3,0,1,3,3,4,3,7,8,9,8,9,6,8,9,13,12,13,12,18,15,13,8,15,20,16,0,15,19,19,21,21,13,0,20,16,14,12,13,17,21,12,17,2,6,30,31,30,30,29,28,31,32,29,31,33,32,27,31,29,26,21,20,21,14,20,21,19,19,19,20,16,17,16,15,17,15,14,13,13,11,9,6,7,6,3,4,3,2,1,0,0
2022-03-05 17:00:00,0,4,2,0,2,3,0,6,7,6,8,8,10,11,0,9,9,11,12,11,13,15,14,12,13,0,7,8,12,10,16,11,12,17,15,0,18,17,18,24,24,18,27,25,18,3,4,31,32,33,32,37,32,21,27,24,26,22,25,24,24,23,24,22,20,20,22,25,23,22,20,16,13,14,12,10,11,9,12,11,11,11,9,7,4,2,1,1,0,4,3,1,0,0
2022-03-05 18:00:00,0,3,4,0,5,3,0,6,5,6,6,5,7,6,0,5,6,8,8,8,8,11,10,9,8,10,11,13,12,10,20,20,20,19,17,8,16,18,16,15,18,17,14,13,9,3,1,19,23,33,32,35,31,28,26,23,23,22,20,0,24,24,19,15,15,16,19,13,20,15,28,23,23,22,21,14,14,18,16,17,24,23,16,15,14,10,7,4,2,2,0,0,0,0
2022-03-05 19:00:00,1,2,3,0,3,1,0,5,10,11,14,11,13,11,1,10,9,12,13,14,10,12,10,11,2,2,8,9,8,9,12,10,11,9,10,0,17,10,6,5,4,6,5,4,4,0,2,15,16,0,15,16,15,17,19,21,22,17,16,11,23,22,19,17,16,17,11,10,15,13,14,14,13,12,13,11,10,11,0,13,14,15,10,8,6,4,3,0,2,0,1,2,0,0
2022-03-05 20:00:00,1,2,3,2,0,1,0,2,3,2,3,3,5,6,0,5,6,7,8,13,14,15,10,9,10,5,11,7,7,7,12,13,14,16,8,0,2,8,4,3,2,3,1,0,2,1,4,23,25,17,22,19,18,16,17,20,25,26,24,0,23,24,23,20,18,17,20,13,19,0,20,18,12,13,13,11,9,8,0,11,13,8,8,8,6,5,4,3,0,2,1,0,0,0
2022-03-05 21:00:00,0,1,1,0,0,0,0,2,4,3,5,4,5,4,0,3,2,3,4,3,4,3,6,9,0,0,2,1,4,7,8,7,8,7,9,0,9,8,8,7,8,6,7,4,2,2,1,14,15,16,13,14,9,18,19,22,27,22,21,22,21,24,22,19,19,14,15,10,9,0,17,17,15,13,9,13,11,13,12,11,12,11,8,7,3,0,6,5,3,3,0,2,0,0
2022-03-05 22:00:00,0,0,1,0,0,1,0,3,4,2,3,3,5,6,0,5,4,5,1,2,4,5,1,7,6,0,7,6,1,3,6,7,4,4,0,0,6,5,5,2,1,2,0,1,0,0,5,14,16,20,19,18,17,20,22,21,26,22,21,25,23,24,18,15,13,17,14,13,0,8,24,22,20,18,17,16,14,14,5,13,11,12,6,5,4,5,2,2,1,4,2,1,0,0
2022-03-05 23:00:00,0,0,1,1,0,1,0,4,4,4,7,6,4,5,0,0,5,5,4,3,5,6,8,14,0,13,0,11,14,12,14,0,9,0,4,0,11,10,10,16,15,10,9,7,4,1,2,7,10,8,10,8,11,14,10,17,23,20,21,0,18,20,23,21,18,20,14,7,10,0,32,24,20,17,13,13,11,9,8,11,9,6,4,3,3,2,2,1,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,1,0,1,3,0,2,3,3,5,5,2,4,0,4,0,5,5,4,6,7,3,6,5,2,4,0,3,4,8,9,10,0,0,0,5,7,9,8,9,0,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,2,0,3,2,4,3,4,4,6,3,4,3,0,4,5,7,6,0,8,10,7,6,5,6,0,0,5,5,7,4,5,6,0,0,3,5,5,4,6,6,7,6,3,0,2,1,3,4,2,0,1,5,3,0,6,5,0,0,3,4,0,2,3,1,0,0,0,0,2,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,0,1,2,0,2,3,3,6,5,6,4,0,5,8,8,9,5,6,11,9,8,2,5,7,8,8,0,10,9,9,11,12,0,13,7,5,7,6,0,7,5,4,1,4,3,4,2,2,4,2,5,5,3,6,4,4,3,5,1,2,6,3,1,7,0,6,0,4,2,1,1,3,1,2,1,0,2,4,0,2,1,0,1,0,0,1,1,0,0,0,0
2022-03-06 08:00:00,0,1,3,1,3,3,2,5,5,7,10,9,11,12,0,16,15,16,15,17,16,18,18,18,19,16,18,17,16,14,15,15,19,14,14,10,20,12,11,11,7,14,16,6,6,1,2,5,5,6,5,3,1,2,7,12,14,0,13,0,14,8,5,11,9,8,7,0,7,0,12,9,7,6,5,4,5,0,3,5,7,0,3,4,1,1,3,0,0,1,0,3,0,0
2022-03-06 09:00:00,0,2,2,2,3,6,3,7,8,10,11,10,14,10,0,14,16,17,16,18,19,21,19,18,10,0,19,19,19,17,19,15,20,19,15,20,21,24,23,25,23,21,22,20,18,2,0,6,3,0,5,7,5,6,8,8,10,11,10,0,9,9,9,7,7,3,7,0,5,4,10,7,6,5,4,5,6,5,5,6,6,0,3,4,2,3,2,2,0,1,1,0,0,0
2022-03-06 10:00:00,0,3,4,2,5,6,0,8,8,9,14,15,16,17,0,14,17,18,20,21,21,24,20,17,0,0,7,14,14,13,19,20,20,21,20,18,19,16,15,14,13,15,13,13,11,2,2,2,6,0,4,5,4,8,9,7,11,0,9,8,8,10,12,11,12,7,4,0,0,0,13,9,6,7,6,5,4,6,0,6,7,4,5,6,5,2,1,0,0,1,0,0,0,0
2022-03-06 11:00:00,0,1,3,3,1,3,4,5,7,8,12,8,10,11,0,11,13,16,15,15,18,19,16,14,19,19,13,14,18,15,15,18,21,24,19,0,24,20,17,14,14,17,15,14,12,2,2,9,8,5,8,9,8,9,12,11,20,6,13,0,15,11,10,7,9,10,0,6,7,0,13,10,14,12,8,7,7,4,6,6,6,3,5,6,4,3,2,1,1,0,0,1,0,0
2022-03-06 12:00:00,1,1,0,0,4,5,6,7,9,10,8,6,8,9,6,11,14,18,22,24,26,25,30,25,12,0,18,17,18,22,21,23,22,23,25,21,25,19,18,18,22,27,29,24,19,1,2,14,18,19,21,22,22,17,14,13,14,13,12,5,18,13,12,6,10,11,7,10,9,8,12,7,5,7,5,9,11,12,4,11,13,12,9,4,8,5,5,2,2,1,1,2,0,0
2022-03-06 13:00:00,0,3,2,2,1,3,2,4,5,5,9,10,4,10,5,4,6,8,16,17,20,21,25,21,0,10,0,25,24,26,34,0,33,35,35,0,33,18,15,15,17,17,16,13,10,1,4,13,15,15,17,18,19,22,22,14,21,20,3,19,22,21,20,20,14,14,15,11,10,0,13,14,14,11,13,13,11,10,4,9,13,10,6,4,4,5,4,4,0,1,0,0,0,0
2022-03-06 14:00:00,1,1,1,0,2,2,0,4,5,7,8,9,8,9,0,10,12,14,13,15,18,18,16,15,0,16,7,11,10,11,16,20,22,23,22,24,23,16,16,14,15,14,16,14,11,2,1,21,25,14,23,24,23,21,15,18,28,9,17,9,25,22,21,20,17,18,18,11,18,10,16,14,8,10,9,10,7,7,6,7,5,0,7,5,0,3,2,3,6,1,3,1,0,0
2022-03-06 15:00:00,0,0,1,1,0,1,0,7,4,9,10,6,6,7,0,6,7,9,7,12,19,21,18,12,0,12,16,17,18,18,20,17,18,18,16,0,18,17,22,29,30,31,34,33,24,3,2,19,14,14,14,16,15,20,15,19,18,17,15,14,14,15,19,14,12,12,11,12,11,10,17,16,11,10,12,11,11,11,0,9,11,10,9,7,4,4,3,3,2,0,1,0,0,0
2022-03-06 16:00:00,1,4,4,5,4,3,4,6,3,6,9,6,8,8,9,9,10,12,11,14,16,18,19,19,20,18,11,18,17,12,18,20,23,25,19,0,24,19,13,13,13,13,14,11,8,1,2,22,24,23,25,23,19,23,23,24,27,27,12,18,14,17,16,14,14,14,15,12,5,11,15,14,13,12,12,13,9,14,1,13,15,12,8,6,5,4,2,0,1,2,1,0,0,0
2022-03-06 17:00:00,0,1,0,1,1,3,2,4,6,8,10,8,9,9,10,10,3,7,7,8,11,13,11,12,13,12,11,9,14,10,18,16,20,21,15,0,21,18,14,18,20,0,21,15,18,2,1,13,17,19,13,11,22,22,21,20,24,22,23,0,27,29,24,22,15,14,11,9,12,13,18,15,17,20,18,13,16,14,13,14,10,10,8,8,6,5,2,2,0,0,1,0,0,0
2022-03-06 18:00:00,1,0,1,2,1,2,1,6,8,12,5,11,8,5,4,3,7,11,10,11,13,11,10,9,7,8,9,10,8,8,14,13,13,15,14,12,14,18,16,24,21,19,20,17,11,2,2,23,31,32,28,27,25,22,20,15,17,11,15,10,16,13,12,10,13,14,14,15,7,6,26,24,23,21,20,16,14,14,13,12,15,20,15,6,14,10,9,8,1,0,0,0,0,0
2022-03-06 19:00:00,0,1,1,0,1,3,2,5,5,7,8,7,7,7,0,6,6,7,10,12,13,12,10,10,3,7,6,5,7,8,10,9,8,9,6,0,11,10,9,11,10,9,10,9,8,1,1,18,16,19,18,17,14,14,13,16,17,13,17,14,13,12,16,12,12,12,11,8,9,0,15,13,8,18,17,17,16,17,6,14,11,9,7,6,2,2,4,3,4,3,1,2,1,0
2022-03-06 20:00:00,0,0,0,0,0,1,0,2,3,2,5,0,5,6,0,2,3,8,5,5,8,8,7,4,0,5,6,0,5,6,6,9,8,9,7,0,6,7,3,7,6,8,9,7,4,1,4,13,15,16,15,11,16,13,14,13,13,0,11,15,14,13,6,7,15,16,19,0,0,0,26,23,20,10,19,16,15,14,8,12,12,10,9,9,4,8,7,5,3,3,2,0,0,0
2022-03-06 21:00:00,0,1,0,1,0,1,0,3,5,6,8,6,5,5,0,4,6,4,4,9,9,8,5,5,4,3,4,4,7,5,6,6,6,6,9,0,2,7,5,6,5,0,6,4,2,2,2,15,15,15,13,12,11,11,13,12,19,18,17,6,16,15,14,10,14,5,15,0,13,0,15,14,15,15,17,16,14,15,9,12,13,12,6,2,5,3,1,1,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,1,2,0,0,1,3,0,2,3,2,4,6,0,4,4,5,4,5,6,5,7,9,8,4,5,1,4,7,8,7,6,7,7,0,0,6,4,1,1,2,1,2,0,1,2,21,20,18,17,14,13,13,13,12,20,17,17,0,15,15,14,7,22,21,20,19,18,0,17,15,15,11,12,11,8,11,0,8,13,12,6,1,2,4,5,0,2,1,1,1,0,0
2022-03-06 23:00:00,0,0,1,0,0,0,2,2,4,0,0,4,3,4,0,0,0,6,3,7,0,3,0,10,0,3,0,4,0,9,8,0,2,2,2,0,7,8,7,13,11,12,10,9,9,0,1,7,10,9,8,1,9,6,7,6,9,0,10,0,8,14,8,8,15,18,17,13,15,0,20,19,18,13,8,5,7,6,5,5,5,0,2,1,4,0,3,0,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,2,2,3,6,0,7,7,9,11,10,12,9,0,9,7,15,11,15,17,22,17,14,11,11,12,9,11,11,5,11,15,16,0,0,0,10,0,8,9,0,0,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,3,0,2,4,4,11,13,16,9,11,14,16,0,10,14,21,25,29,31,36,27,28,22,23,20,21,20,21,20,20,23,24,22,19,18,16,17,18,19,20,22,19,17,7,1,3,4,3,5,5,6,6,6,8,10,8,10,9,9,6,7,8,7,5,3,2,2,3,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,0,2,4,6,12,13,15,18,24,28,34,30,28,30,21,28,29,32,37,42,58,61,57,34,32,33,39,47,44,39,43,45,53,57,55,54,48,26,20,22,16,24,26,18,15,10,2,6,7,10,13,20,18,20,22,23,46,44,42,20,20,18,15,15,15,16,18,19,16,18,27,26,19,12,12,14,16,17,6,15,13,14,13,11,9,8,6,3,5,6,4,4,2,0
2022-03-07 08:00:00,0,7,12,13,15,20,21,30,33,42,47,45,46,50,47,50,54,62,63,59,57,52,45,36,37,39,42,46,45,42,50,56,69,71,72,70,59,30,26,22,25,24,24,20,15,8,2,11,15,16,13,14,13,13,20,23,29,26,25,35,35,33,35,31,27,22,20,18,18,21,44,42,41,43,40,27,27,29,27,25,18,17,32,35,33,24,24,9,14,6,6,9,5,0
2022-03-07 09:00:00,0,2,5,5,4,6,7,12,8,13,28,26,24,23,15,24,25,23,23,24,28,33,29,25,22,32,25,28,30,31,36,38,45,49,51,49,47,28,26,20,21,23,23,21,20,10,4,6,6,9,10,13,9,16,18,16,11,11,10,9,13,13,13,13,11,12,14,12,3,0,14,13,11,9,9,12,10,9,9,7,10,5,10,5,7,4,3,2,5,3,4,1,0,0
2022-03-07 10:00:00,0,1,3,1,4,4,3,6,4,8,11,11,12,10,6,9,8,12,13,17,20,22,21,17,0,10,11,16,17,17,18,19,22,22,24,9,16,22,20,14,11,12,13,8,10,4,5,8,9,10,11,12,14,15,14,15,18,15,16,11,15,13,10,13,12,13,12,14,0,5,19,15,13,8,7,7,9,7,8,8,10,10,6,7,6,5,5,2,0,0,0,0,0,0
2022-03-07 11:00:00,0,2,3,0,1,2,1,5,5,6,9,8,8,7,9,8,7,12,11,13,21,20,20,20,0,0,19,21,21,19,21,14,24,26,17,15,25,17,17,13,15,17,20,16,12,5,4,12,13,15,14,12,13,14,13,8,11,7,9,0,11,9,3,8,6,6,5,8,9,0,10,9,10,11,9,9,8,8,4,8,9,10,9,5,6,4,4,4,3,2,2,1,1,0
2022-03-07 12:00:00,0,1,2,1,3,2,0,5,8,12,15,14,13,16,10,16,17,20,19,19,24,25,22,19,0,2,20,19,19,20,24,26,29,22,22,24,26,20,17,15,14,14,15,13,10,6,2,6,11,10,10,9,7,16,18,17,16,11,17,6,19,18,16,14,11,12,15,8,16,0,12,10,9,10,9,7,8,10,5,11,10,9,5,4,3,3,2,2,1,2,0,0,0,0
2022-03-07 13:00:00,1,3,3,0,3,2,3,5,3,5,7,9,16,15,4,16,7,14,9,15,17,18,15,14,8,5,9,16,15,13,17,19,28,28,29,17,29,24,22,21,19,24,26,25,21,7,4,8,8,16,7,11,1,10,11,7,14,3,15,17,7,16,17,17,21,7,23,10,24,23,20,15,15,13,15,11,12,12,11,12,10,10,7,4,3,4,3,3,2,3,2,0,0,0
2022-03-07 14:00:00,0,1,2,1,2,5,1,6,9,8,12,7,8,8,8,21,14,19,18,16,20,20,19,14,0,8,17,18,19,17,19,20,21,23,22,0,20,14,12,12,13,9,12,13,10,4,4,15,20,21,18,19,16,16,15,15,20,19,20,19,22,17,18,19,21,20,21,15,14,11,19,14,14,10,11,7,9,9,8,7,8,8,7,7,6,5,4,1,1,2,2,1,0,0
2022-03-07 15:00:00,1,1,0,0,2,3,4,6,6,7,6,4,9,8,6,20,37,39,37,36,32,17,15,15,7,11,12,13,13,11,17,10,16,14,18,9,19,15,14,16,16,18,10,15,9,5,9,29,39,22,34,33,15,23,25,19,29,30,17,14,31,31,28,25,24,18,17,15,17,15,16,13,14,14,12,13,13,14,13,11,11,8,8,4,7,6,2,5,3,3,1,2,0,0
2022-03-07 16:00:00,0,1,3,1,4,3,2,5,7,9,10,6,8,8,6,9,10,10,12,30,21,18,14,14,15,13,16,14,16,17,16,17,20,21,19,20,19,16,12,9,11,10,13,7,12,4,6,31,34,37,34,34,33,26,24,24,22,19,17,18,21,20,21,19,19,20,22,21,27,28,24,23,24,25,22,24,25,27,26,22,22,21,15,10,12,12,9,5,3,2,2,2,1,0
2022-03-07 17:00:00,0,3,3,1,7,8,0,10,12,12,15,12,16,20,23,26,26,27,26,23,24,25,19,16,15,15,16,15,17,19,18,19,18,20,22,19,21,17,13,12,13,17,19,17,15,2,20,30,31,32,31,30,30,30,36,34,40,41,42,41,35,33,29,26,30,29,23,28,29,21,38,31,32,31,29,22,20,20,21,21,27,25,20,19,18,15,12,10,7,4,1,0,0,0
2022-03-07 18:00:00,1,6,6,7,5,3,0,7,10,12,14,14,18,24,21,25,25,22,22,23,47,58,47,26,24,23,27,25,24,24,30,29,27,27,29,27,28,22,16,11,9,9,13,11,12,1,9,45,43,35,35,38,33,34,43,44,47,48,48,41,45,40,37,37,33,36,38,32,30,37,36,34,37,38,37,41,43,44,44,45,50,51,36,31,27,21,10,8,7,5,3,2,0,0
2022-03-07 19:00:00,0,0,2,0,2,3,0,6,8,8,10,10,9,12,12,12,15,16,12,11,15,17,12,10,6,3,8,6,11,10,11,9,12,19,23,24,19,17,12,13,12,9,9,8,7,2,3,28,33,10,30,29,17,24,28,26,43,42,45,27,42,38,34,31,28,28,25,28,29,27,53,44,45,38,30,20,15,16,17,16,19,21,17,15,12,7,6,5,2,1,1,0,0,0
